"Unnamed: 0","term_stem","impressions","visits","month"
"108","georeferenziert lageplan land berlin 2019","2","1","2019-10"
"109","alkis nas","2","1","2019-10"
"110","loschwass","2","1","2019-10"
"111","dgm","3","2","2019-10"
"112","bevolker","3","3","2019-10"
"113","energieverbrauchsubersicht","2","1","2019-10"
"114","adressdat","2","1","2019-10"
"115","geojson","3","3","2019-10"
"116","einwohnerinn und einwohn in berlin","2","1","2019-10"
"117","esb","2","1","2019-10"
"118","hochzeit","3","3","2019-10"
"119","stadtplan","4","3","2019-10"
"120","sterbefall","2","1","2019-10"
"121","wassertemperatur","2","1","2019-10"
"122","hausarzt","4","3","2019-10"
"123","einwohn 2015","2","1","2019-10"
"124","personal berlin","2","1","2019-10"
"125","modular verfugungsschul","2","1","2019-10"
"126","jahresabschluss","2","1","2019-10"
"127","plannungsraum 04041343","2","1","2019-10"
"128","biotop","4","2","2019-10"
"129","arzt","3","3","2019-10"
"130","anna segh str","2","1","2019-10"
"131","mietenindex berlin","2","1","2019-10"
"132","radverkehrsanlag","2","2","2019-10"
"133","mortalitat","3","2","2019-10"
"134","population","2","2","2019-10"
"135","tiergart","2","1","2019-10"
"136","fahrplan","3","3","2019-10"
"137","rbs lor","2","1","2019-10"
"138","datenforens","3","2","2019-10"
"139","patient","2","1","2019-10"
"140","bevolkerungsentwickl 2014 2030","2","1","2019-10"
"141","zon","2","1","2019-10"
"142","wohndau","2","2","2019-10"
"143","paar","2","2","2019-10"
"144","fest","2","2","2019-10"
"145","sozialstruktur","2","1","2019-10"
"146","wint","2","1","2019-10"
"147","rbs importi","2","1","2019-10"
"148","abfall","2","2","2019-10"
"149","coworking","2","2","2019-10"
"150","friedrichshain kreuzberg","2","1","2019-10"
"151","api","3","2","2019-10"
"152","gesundheitsbericht berlin","2","1","2019-10"
"153","bik","2","2","2019-10"
"154","senat","3","2","2019-10"
"155","neubauwohn pro jahr","2","1","2019-10"
"156","radverkehr","2","1","2019-10"
"157","s 1269","2","1","2019-10"
"158","egoverment","2","1","2019-10"
"159","badegewass","2","2","2019-10"
"160","migration statsangehor","2","1","2019-10"
"161","ags","2","1","2019-10"
"162","lor planungsraum 2011","2","1","2019-10"
"163","alkis flurstuck","2","1","2019-10"
"164","todesfall","2","1","2019-10"
"165","taxi","2","2","2019-10"
"166","unterflurhydrant","4","2","2019-10"
"167","abfluss","4","2","2019-10"
"168","kino","2","2","2019-10"
"169","kindervornam","2","1","2019-10"
"170","arbeitslosenquot","3","2","2019-10"
"171","bevolkerungsentwickl 2014 2030 bevolker or 2030 or berlin or neukolln","2","1","2019-10"
"172","mobil schulbaut","2","1","2019-10"
"173","senatsbeschluss","5","4","2019-10"
"174","altbezirk","2","2","2019-10"
"175","einwohnerdicht","2","2","2019-10"
"176","studio miet","2","1","2019-10"
"177","haushalt","2","1","2019-10"
"178","atkis hund","2","1","2019-10"
"179","bezirk einwohn","3","3","2019-10"
"180","einwohn 2000","2","1","2019-10"
"181","1269","2","1","2019-10"
"182","gemark grundstuck","2","1","2019-10"
"183","feinstaub","2","1","2019-10"
"184","miet berlin mietentwickl","2","1","2019-10"
"185","realtim","2","2","2019-10"
"186","charlottenburg","2","2","2019-10"
"187","aktis hund","2","1","2019-10"
"188","ausstatt","2","1","2019-10"
"189","gemarkungsnumm","2","1","2019-10"
"190","staatssekretar","2","1","2019-10"
"191","zweitwohnsitz","2","1","2019-10"
"192","hotel","3","2","2019-10"
"193","mietpreis","2","1","2019-10"
"194","kriminalitat","2","2","2019-10"
"195","3d gebaudemodell","2","1","2019-10"
"196","lor plz","2","1","2019-10"
"197","statist gebiet berlin","3","2","2019-10"
"198","2014","1","1","2019-10"
"199","bezirksgrenz wms","2","1","2019-10"
"200","realtim","2","2","2019-10"
"201","schoneberg","2","1","2019-10"
"202","bad wurttemberg volksf","2","1","2019-10"
"203","feiertag","3","2","2019-10"
"204","schwimmhall","2","1","2019-10"
"205","hochwass","2","1","2019-10"
"206","stolperstein","2","2","2019-10"
"207","verbot buch","2","1","2019-10"
"208","radverkehrszahlstell","2","1","2019-10"
"209","berlin wall","2","1","2019-10"
"210","wohnungsmiet","2","1","2019-10"
"211","kart schoneberg","2","1","2019-10"
"212","lor adress","2","2","2019-10"
"213","restaurant","2","2","2019-10"
"214","building","2","1","2019-10"
"215","2014 v 20 01 2015","2","1","2019-10"
"216","kriegsschad berlin kart","2","1","2019-10"
"217","teltow","2","1","2019-10"
"218","spree","2","1","2019-10"
"219","filndreh","2","1","2019-10"
"220","schleus","1","1","2019-10"
"221","baubeschreib","1","1","2019-10"
"222","polizei","1","1","2019-10"
"223","park","2","2","2019-10"
"224","bevolker and 2030 and neukoelln","1","1","2019-10"
"225","1828","1","1","2019-10"
"226","auslanderanteil berlin 2018","1","1","2019-10"
"227","wie viel mensch leb in mitt","1","1","2019-10"
"228","gebaudeteil","1","1","2019-10"
"229","ordnungsamt","1","1","2019-10"
"230","telecom","1","1","2019-10"
"231","gas","1","1","2019-10"
"232","bezirksregion spandau","1","1","2019-10"
"233","shap","1","1","2019-10"
"234","character 0","1","1","2019-10"
"235","luftschadstoff","1","1","2019-10"
"236","2016","1","1","2019-10"
"237","mau","2","2","2019-10"
"238","stadtumbau","1","1","2019-10"
"239","breast canc","1","1","2019-10"
"240","odis 1","1","1","2019-10"
"241","open data portal","1","1","2019-10"
"242","hund","3","3","2019-10"
"243","stromnetz","1","1","2019-10"
"244","glieder","1","1","2019-10"
"245","rbs berlin","1","1","2019-10"
"246","mobil","1","1","2019-10"
"247","bahn","1","1","2019-10"
"248","melderegist","1","1","2019-10"
"249","abgeordnetenhauswahl","1","1","2019-10"
"250","profiskal","1","1","2019-10"
"251","solar","1","1","2019-10"
"252","digitalisier","2","2","2019-10"
"253","flugausfall","1","1","2019-10"
"254","lichterfeld","1","1","2019-10"
"255","frohnau altglas","1","1","2019-10"
"256","1953","1","1","2019-10"
"257","altglas schoneberg","1","1","2019-10"
"258","ortsteil","2","2","2019-10"
"259","vietnam","1","1","2019-10"
"260","planungsraum","2","2","2019-10"
"261","app","1","1","2019-10"
"262","winterspiel und bewegungsangebot berlin mitt","1","1","2019-10"
"263","kfz","1","1","2019-10"
"264","1 98","1","1","2019-10"
"265","lageso","1","1","2019-10"
"266","anna seg","1","1","2019-10"
"267","ba pankow","1","1","2019-10"
"268","blankenfeld","1","1","2019-10"
"269","507","1","1","2019-10"
"270","spandau","1","1","2019-10"
"271","steglitz","2","2","2019-10"
"272","pollution","1","1","2019-10"
"273","historical gis data","1","1","2019-10"
"274","erhol und gesund","1","1","2019-10"
"275","cub","1","1","2019-10"
"276","emigrant","1","1","2019-10"
"277","2019","1","1","2019-10"
"278","vergab","1","1","2019-10"
"279","incom","1","1","2019-10"
"280","tempo","1","1","2019-10"
"281","zahlung radfahr","1","1","2019-10"
"282","co2","1","1","2019-10"
"283","1991","1","1","2019-10"
"284","rudolf wissel","1","1","2019-10"
"285","mobilitat","1","1","2019-10"
"286","fahrradparkplatz","1","1","2019-10"
"287","verkehrsmittel","1","1","2019-10"
"288","maps","1","1","2019-10"
"289","tot","1","1","2019-10"
"290","zweckentfremdungsverbotsgesetz zweckentfremdungsverbotsgesetz","1","1","2019-10"
"291","offent darleh","1","1","2019-10"
"292","ifn","1","1","2019-10"
"293","eintrittspreis humboldt forum","2","2","2019-10"
"294","gemark moabit","1","1","2019-10"
"295","brennpunktzulag","1","1","2019-10"
"296","nebenwohnsitz","1","1","2019-10"
"297","verwaltungsgrenz","1","1","2019-10"
"298","walthardt","1","1","2019-10"
"299","budget","1","1","2019-10"
"300","weihnacht","1","1","2019-10"
"301","miet berlin","1","1","2019-10"
"302","markt","1","1","2019-10"
"303","breitenbach","1","1","2019-10"
"304","kindertagespflegestell","1","1","2019-10"
"305","hybrid taxi","1","1","2019-10"
"306","luftqualitat","2","2","2019-10"
"307","bar","1","1","2019-10"
"308","warm","1","1","2019-10"
"309","bevolker 2014 2030 bevolker or 2030 or berlin or neukolln","1","1","2019-10"
"310","preisblatt anschluss","1","1","2019-10"
"311","roll","2","2","2019-10"
"312","ppp","1","1","2019-10"
"313","anzahl gebaeud","1","1","2019-10"
"314","einwohnerzahl bezirk","1","1","2019-10"
"315","registration","1","1","2019-10"
"316","distrikt","1","1","2019-10"
"317","archaologi","1","1","2019-10"
"318","senwtf","1","1","2019-10"
"319","kortestrass","1","1","2019-10"
"320","lika","1","1","2019-10"
"321","bewerb","1","1","2019-10"
"322","bip","1","1","2019-10"
"323","energi","1","1","2019-10"
"324","weg","1","1","2019-10"
"325","osteweg","1","1","2019-10"
"326","data","1","1","2019-10"
"327","strass geo lat long","1","1","2019-10"
"328","vergab","1","1","2019-10"
"329","friedrichshain west","1","1","2019-10"
"330","mietendeckel","2","2","2019-10"
"331","scoot","1","1","2019-10"
"332","histor kart nikolass","1","1","2019-10"
"333","zwvbg","1","1","2019-10"
"334","mietsteiger","1","1","2019-10"
"335","friedrichstrass","1","1","2019-10"
"336","winterdien","1","1","2019-10"
"337","namenserklar","1","1","2019-10"
"338","zweckentfremdungsverbotsgesetz","1","1","2019-10"
"339","anwohnerparkplatz 13355","1","1","2019-10"
"340","gelandemodel","1","1","2019-10"
"341","liegenschaft","1","1","2019-10"
"342","betreib","1","1","2019-10"
"343","studio vermiet","1","1","2019-10"
"344","verkehrsunfallstatist","1","1","2019-10"
"345","topographi","1","1","2019-10"
"346","modulbauschul","1","1","2019-10"
"347","bewerb job bewerb frau","1","1","2019-10"
"348","wohnatlas","2","2","2019-10"
"349","kultur","1","1","2019-10"
"350","transport","1","1","2019-10"
"351","radfahr","1","1","2019-10"
"352","2018","1","1","2019-10"
"353","lor 2013","1","1","2019-10"
"354","innerstadt verlauf der berlin mau","1","1","2019-10"
"355","grw","2","2","2019-10"
"356","bahnhof","2","2","2019-10"
"357","zahl fahrrad","1","1","2019-10"
"358","kartenblattaktualitat","1","1","2019-10"
"359","job","1","1","2019-10"
"360","gebaud","1","1","2019-10"
"361","berlin geodat","1","1","2019-10"
"362","qgis","1","1","2019-10"
"363","dxf","1","1","2019-10"
"364","modalsplit","1","1","2019-10"
"365","bevolkerungsprognos 2014 2030","1","1","2019-10"
"366","wohnungsbestand","1","1","2019-10"
"367","gemark 11","1","1","2019-10"
"368","data in english","1","1","2019-10"
"369","alkis berlin flurstuck","1","1","2019-10"
"370","nutzung","1","1","2019-10"
"371","kriminal","1","1","2019-10"
"372","bebauungsdicht","1","1","2019-10"
"373","senatsbeschluss 26 9","1","1","2019-10"
"374","bohrpunkt","1","1","2019-10"
"375","baustell","1","1","2019-10"
"376","zehlendorf steglitz","1","1","2019-10"
"377","10 novemb","1","1","2019-10"
"378","flughaf","1","1","2019-10"
"379","hitzetag","1","1","2019-10"
"380","oo2 874","1","1","2019-10"
"381","oberflach","2","2","2019-10"
"382","bebauungsplan","1","1","2019-10"
"383","friedrichstrass arbeitsplatz","1","1","2019-10"
"384","ehenamenserklar","1","1","2019-10"
"385","kladow","1","1","2019-10"
"386","formilch festleg friedrichshain west","1","1","2019-10"
"387","gesetz und verordnungsblatt","1","1","2019-10"
"388","friedrichstrass mitarbeit","1","1","2019-10"
"389","zweitwohn","1","1","2019-10"
"390","flurkart berlin","1","1","2019-10"
"391","parkzon","1","1","2019-10"
"392","kita","1","1","2019-10"
"393","postleitzahl berlin","1","1","2019-10"
"394","public loan","1","1","2019-10"
"395","einschul","1","1","2019-10"
"396","blank","1","1","2019-10"
"397","schoneberg","1","1","2019-10"
"398","mobilfunk","1","1","2019-10"
"399","antrag eu parkausweis","1","1","2019-10"
"400","otto dix strass","1","1","2019-10"
"401","verkehrsunfall","1","1","2019-10"
"402","lini","1","1","2019-10"
"403","verwaltungsgrenz shapefil","1","1","2019-10"
"404","schul erzieh","1","1","2019-10"
"405","beschluss brennpunktschul","1","1","2019-10"
"406","kreuzberg","1","1","2019-10"
"407","haushaltseinkomm","2","2","2019-10"
"408","city west","1","1","2019-10"
"409","verlauf mau","1","1","2019-10"
"410","flughaf tegel","1","1","2019-10"
"411","alkis liegenschaft","1","1","2019-10"
"412","viz","1","1","2019-10"
"413","baualt","1","1","2019-10"
"414","larmkart","1","1","2019-10"
"415","map","1","1","2019-10"
"416","osteosarcoma","2","2","2019-10"
"417","strass flach","1","1","2019-10"
"418","job bewerb","1","1","2019-10"
"419","plz bezirk","1","1","2019-10"
"420","bezirk unterbezirk","1","1","2019-10"
"421","alt","1","1","2019-10"
"422","hausleit","1","1","2019-10"
"423","kaltehilf","1","1","2019-10"
"424","orthografi","1","1","2019-10"
"425","strassenbaum","2","2","2019-10"
"426","nachbarschaftszentr","1","1","2019-10"
"427","bevolkerungsdicht","1","1","2019-10"
"428","stadtentwicklungsamt","1","1","2019-10"
"429","betrieb","1","1","2019-10"
"430","neubauwohn","1","1","2019-10"
"431","einwohn bezirk","1","1","2019-10"
"432","geometri","2","2","2019-10"
"433","grundschul","2","2","2019-10"
"434","fliegend klassenzimm","1","1","2019-10"
"435","kriminalitatsatlas","1","1","2019-10"
"436","heimaufsicht","1","1","2019-10"
"437","strassenrein otto dix str","1","1","2019-10"
"438","alkohol","1","1","2019-10"
"439","geburt","1","1","2019-10"
"440","strassenrein","1","1","2019-10"
"441","fluglarm","1","1","2019-10"
"442","baumkatast","1","1","2019-10"
"443","wohnein je gebaud","1","1","2019-10"
"444","send","1","1","2019-10"
"445","tier","1","1","2019-10"
"446","trinkwass","1","1","2019-10"
"447","spandau bezirksregion","1","1","2019-10"
"448","201","1","1","2019-10"
"449","grunflach","1","1","2019-10"
"450","recycling","1","1","2019-10"
"451","mapinfo","1","1","2019-10"
"452","bsr","1","1","2019-10"
"453","population mitt","1","1","2019-10"
"454","22 10 2019","1","1","2019-10"
"455","parkraumbew","1","1","2019-10"
"456","elt","1","1","2019-10"
"457","e scoot","1","1","2019-10"
"458","baublock","2","2","2019-10"
"459","dicht gebaeud","1","1","2019-10"
"460","bildung","1","1","2019-10"
"461","2017","1","1","2019-10"
"462","grundsicher","1","1","2019-10"
"463","bvg","1","1","2019-10"
"464","energieverbrauch","1","1","2019-10"
"465","mokib","1","1","2019-10"
"466","wast","1","1","2019-10"
"467","unfall","2","2","2019-10"
"468","egovg","1","1","2019-10"
"469","lastenrad","1","1","2019-10"
"470","sonntagsoffn","1","1","2019-10"
"471","velo","1","1","2019-10"
"472","wahlbezirk","1","1","2019-10"
"473","fluchtlingsheim","1","1","2019-10"
"474","winterspiel","1","1","2019-10"
"475","3d","2","2","2019-10"
"476","miet miet","1","1","2019-10"
"477","reisebus","1","1","2019-10"
"478","elektro roll","2","2","2019-10"
"479","einwiohn 2015","1","1","2019-10"
"480","procurement","1","1","2019-10"
"481","zugriff","1","1","2019-10"
"482","ober","1","1","2019-10"
"483","verwaltungsgrenz shapefil","1","1","2019-10"
"484","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2018","1","1","2019-10"
"485","wohnungsbaugesellschaft","1","1","2019-10"
"486","segregation","1","1","2019-10"
"487","sozialstrukturatlas","2","2","2019-10"
"488","2","1","1","2019-10"
"489","schnittstell","1","1","2019-10"
"490","bruck","1","1","2019-10"
"491","naturschutzgebiet","1","1","2019-10"
"492","bezirkeù","1","1","2019-10"
"493","film","1","1","2019-10"
"494","umsatz","1","1","2019-10"
"495","skatepark","1","1","2019-10"
"496","bezirksamtsbeschluss","1","1","2019-10"
"497","geojson","1","1","2019-10"
"498","radverkehrsanlag","1","1","2019-10"
"499","einwohn in den bezirk","1","1","2019-10"
"500","fluchtlingsunterkunft","1","1","2019-10"
"501","spielplatz","1","1","2019-10"
"502","barrierefrei","1","1","2019-10"
"503","drewitz str","1","1","2019-10"
"504","badestell","1","1","2019-10"
"505","gutling","1","1","2019-10"
"506","trodelmarkt","1","1","2019-10"
"507","gastronomi","1","1","2019-10"
"508","winterspiel und bewegungsangebot","1","1","2019-10"
"509","3d stadtmodell","1","1","2019-10"
"510","stau","1","1","2019-10"
"511","berlin abc","1","1","2019-10"
"512","brunn","1","1","2019-10"
"513","gelandemodel","1","1","2019-10"
"514","lor 2011","1","1","2019-10"
"515","car sharing","1","1","2019-10"
"516","demographi","2","2","2019-10"
"517","1958","1","1","2019-10"
"518","alt gebaud","1","1","2019-10"
"519","schliemannstrass","1","1","2019-10"
"520","drexel","1","1","2019-10"
"521","am borsichturm 100","1","1","2019-10"
"522","han","1","1","2019-10"
"523","dom","1","1","2019-10"
"524","tourist","1","1","2019-10"
"525","immobiliendicht","1","1","2019-10"
"526","osterweiter","1","1","2019-10"
"527","quno","1","1","2019-10"
"528","adress plr","1","1","2019-10"
"529","list der verbannt buch","1","1","2019-10"
"530","demographi neukolln","1","1","2019-10"
"531","quartierstreff","1","1","2019-10"
"532","mariag","1","1","2019-10"
"533","einzelhandel","1","1","2019-10"
"534","kontaktbereich","1","1","2019-10"
"535","autobahn","1","1","2019-10"
"536","eisenbahn","1","1","2019-10"
"537","open data","1","1","2019-10"
"538","blockteilschlussel berlin weissense","1","1","2019-10"
"539","dwg","1","1","2019-10"
"540","schwimmhall","1","1","2019-10"
"541","digital gelandemodell","1","1","2019-10"
"542","gemark flur flurstuck","1","1","2019-10"
"543","platz wfs","1","1","2019-10"
"544","geschwind","2","2","2019-10"
"545","interkultuell","1","1","2019-10"
"546","1154 1991","1","1","2019-10"
"547","kurs","2","2","2019-10"
"548","lod1","2","2","2019-10"
"549","prax","1","1","2019-10"
"550","otto dix str","1","1","2019-10"
"551","funk","1","1","2019-10"
"552","konsolidierungshilfeverein","1","1","2019-10"
"553","lor find","1","1","2019-10"
"554","warmeinsel","1","1","2019-10"
"555","composition of solid wast","1","1","2019-10"
"556","tk50","2","2","2019-10"
"557","einwohnerregist","1","1","2019-10"
"558","fahrradzahlstell","1","1","2019-10"
"559","sharing economy","1","1","2019-10"
"560","egov","1","1","2019-10"
"561","grenz","1","1","2019-10"
"562","bibliothek","1","1","2019-10"
"563","list datensatz","1","1","2019-10"
"564","neuzulass","1","1","2019-10"
"565","list der verbannt buch","1","1","2019-10"
"566","postleitzahl ubersicht","1","1","2019-10"
"567","zugriffsstatist","2","2","2019-10"
"568","konsolidier","1","1","2019-10"
"569","led","1","1","2019-10"
"570","pro kopf einkomm","1","1","2019-10"
"571","auslauf","1","1","2019-10"
"572","plan schoneberg","1","1","2019-10"
"573","grundshcul","1","1","2019-10"
"574","cvs","1","1","2019-10"
"575","blattschnitt","1","1","2019-10"
"576","quartierstreff","1","1","2019-10"
"577","mull","1","1","2019-10"
"578","statdgebiet","1","1","2019-10"
"579","wittenau str","1","1","2019-10"
"580","betreib public","1","1","2019-10"
"581","einzugsbereich","1","1","2019-10"
"582","fluss","1","1","2019-10"
"583","alik login","1","1","2019-10"
"584","flach","1","1","2019-10"
"585","abstell","1","1","2019-10"
"586","friedrichstrass angestellt","1","1","2019-10"
"587","contain","1","1","2019-10"
"588","flurstuck","1","1","2019-10"
"589","dtk","1","1","2019-10"
"590","rvo","1","1","2019-10"
"591","verkehrsbezirk","1","1","2019-10"
"592","verkehrszeich aufstell","1","1","2019-10"
"593","dat des amtlich liegenschaftskatsterinformationssystem alkis bauwerk im verkehrsbereich strassenverkehrsanlag und son","1","1","2019-10"
"594","temepratur","1","1","2019-10"
"595","prenzlau berg","1","1","2019-10"
"596","fahrradzahl","1","1","2019-10"
"597","e roll","1","1","2019-10"
"598","arbeitnehm","1","1","2019-10"
"599","tarifbereich","1","1","2019-10"
"600","list","1","1","2019-10"
"601","treff im kiez","1","1","2019-10"
"602","mehrow alle","1","1","2019-10"
"603","list der verbannt","1","1","2019-10"
"604","elektron fahrradzahlstell","1","1","2019-10"
"605","lod","1","1","2019-10"
"606","birn","1","1","2019-10"
"607","dong xuan cent","1","1","2019-10"
"608","lor geometri","1","1","2019-10"
"609","diversity landesprogrmm","1","1","2019-10"
"610","5 11","1","1","2019-10"
"611","alt ab 65","1","1","2019-10"
"612","verkehrsregel","1","1","2019-10"
"613","tod","1","1","2019-10"
"614","berlin bezirk shp","1","1","2019-10"
"615","sensor","1","1","2019-10"
"616","versieg","1","1","2019-10"
"617","bezirk shapefil","1","1","2019-10"
"618","arbeitslos 2018","1","1","2019-10"
"619","bad","1","1","2019-10"
"620","sterb","1","1","2019-10"
"621","alkis flurstuck nas","1","1","2019-10"
"622","bodenrichtwert 01 01 2019","1","1","2019-10"
"623","vbb fahrplandat via gtfs","1","1","2019-10"
"624","sharing","1","1","2019-10"
"625","grundstuckspreis","1","1","2019-10"
"626","larmbelast","1","1","2019-10"
"627","wohnungsbau","1","1","2019-10"
"628","treff im kiez","1","1","2019-10"
"629","brandenburg verwaltungsgrenz","1","1","2019-10"
"630","anun","1","1","2019-10"
"631","zahlung radfahr","1","1","2019-10"
"632","census","1","1","2019-10"
"633","elektro","1","1","2019-10"
"634","volksf","1","1","2019-10"
"635","senatsvorlag","1","1","2019-10"
"636","ursach","1","1","2019-10"
"637","open spac","1","1","2019-10"
"638","wfs lod1","1","1","2019-10"
"639","kindertagespflegestell mitt","1","1","2019-10"
"640","ladestation","1","1","2019-10"
"641","kleidung","1","1","2019-10"
"642","auto","2","2","2019-10"
"643","citygml","1","1","2019-10"
"644","bodenrichtwert 2018","1","1","2019-10"
"645","land","1","1","2019-10"
"646","wedding","1","1","2019-10"
"647","wall","1","1","2019-10"
"648","kindergart","1","1","2019-10"
"649","91","1","1","2019-10"
"650","amt fur attis","1","1","2019-10"
"651","studierendenwerk","1","1","2019-10"
"652","statist gebiet berlin","1","1","2019-10"
"653","list der buch","1","1","2019-10"
"654","kulturstandort","1","1","2019-10"
"1","verkehr","32","9","2019-11"
"2","vornam","21","16","2019-11"
"3","alkis","25","15","2019-11"
"4","bod wms","17","3","2019-11"
"5","lor","18","7","2019-11"
"6","wms","15","8","2019-11"
"7","luftbild","20","5","2019-11"
"8","json","13","3","2019-11"
"9","einwohnerinn","13","1","2019-11"
"10","planungsraum","13","4","2019-11"
"11","adress","25","8","2019-11"
"12","strass","18","7","2019-11"
"13","bezirk","17","12","2019-11"
"14","wohn","10","3","2019-11"
"15","weihnachtsmarkt","14","7","2019-11"
"16","rbs","19","9","2019-11"
"17","versiegel","8","2","2019-11"
"18","nam","11","7","2019-11"
"19","katast","8","4","2019-11"
"20","shapefil","8","7","2019-11"
"21","fahrrad","13","10","2019-11"
"22","ortsteil","11","6","2019-11"
"23","2009","7","1","2019-11"
"24","bezirksgrenz","17","7","2019-11"
"25","arbeitslos","8","2","2019-11"
"26","europawahl","7","4","2019-11"
"27","kindergart","6","3","2019-11"
"28","gtfs","12","11","2019-11"
"29","2018","2","2","2019-11"
"30","einwohn","7","6","2019-11"
"31","wifi","6","4","2019-11"
"32","einkomm","6","2","2019-11"
"33","alt","6","3","2019-11"
"34","vbb","12","10","2019-11"
"35","2017","7","3","2019-11"
"36","mitt","6","2","2019-11"
"37","mobilitat","6","6","2019-11"
"38","gemark","10","9","2019-11"
"39","vermess at ba fk berlin de","5","5","2019-11"
"40","geltungsbereich","5","1","2019-11"
"41","berlin wasserbetrieb","5","1","2019-11"
"42","wast","5","2","2019-11"
"43","miet","11","8","2019-11"
"44","senatsbeschluss","6","3","2019-11"
"45","ostbahnhof wunsdorf waldstadt","5","1","2019-11"
"46","sozialatlas","5","1","2019-11"
"47","kart","7","2","2019-11"
"48","marzahn hellersdorf","5","3","2019-11"
"49","fahrradstand","6","4","2019-11"
"50","verlauf der berlin mau","5","1","2019-11"
"51","planungsraum einwohn","5","1","2019-11"
"52","gewerb","5","2","2019-11"
"53","wahl","6","2","2019-11"
"54","baum","12","10","2019-11"
"55","gebaud","4","2","2019-11"
"56","mietendeckel","5","3","2019-11"
