"13","6","13","strass","2019-03"
"14","8","16","flurkart","2019-03"
"15","4","9","wahl","2019-03"
"16","9","10","bvg","2019-03"
"17","9","14","energieverbrauch","2019-03"
"18","2","8","2017","2019-03"
"19","3","8","flachennutzungsplan","2019-03"
"20","1","8","einwohnerinn und einwohn in berlin","2019-03"
"21","5","11","lor planungsraum","2019-03"
"22","1","7","wasserbetrieb","2019-03"
"23","4","11","block","2019-03"
"24","2","7","wfs","2019-03"
"25","3","9","adress","2019-03"
"26","2","6","shp","2019-03"
"27","11","14","schul","2019-03"
"28","1","6","zaa","2019-03"
"29","3","6","ortsteil","2019-03"
"30","1","6","gemeinschaft mit korperschaftsstatus","2019-03"
"31","5","7","fahrrad","2019-03"
"32","7","11","rbs block","2019-03"
"33","5","9","luftbild","2019-03"
"34","1","5","lor ausland","2019-03"
"35","4","6","webatlas","2019-03"
"36","5","6","wms","2019-03"
"37","3","7","haushalt","2019-03"
"39","7","10","alkis","2019-03"
"40","4","4","kindertag","2019-03"
"41","2","4","pfleg","2019-03"
"42","5","5","stadtteil","2019-03"
"43","2","4","spandau","2019-03"
"44","5","7","u bahn","2019-03"
"45","2","5","gebaud","2019-03"
"46","10","11","migrationshintergrund","2019-03"
"47","6","9","bodenrichtwert","2019-03"
"48","2","4","muse","2019-03"
"50","1","4","berlin bezirksgrenz","2019-03"
"51","3","4","s bahn","2019-03"
"52","1","4","einwohn ortsteil","2019-03"
"53","3","5","berlinpass","2019-03"
"54","3","5","denkmal","2019-03"
"55","1","4","lageplan","2019-03"
"56","4","5","kita","2019-03"
"57","1","3","abgeordnetenhaus","2019-03"
"58","4","5","park","2019-03"
"59","4","4","shapefil","2019-03"
"60","5","5","baum","2019-03"
"61","1","3","bevolker berlin","2019-03"
"62","4","7","einwohnerzahl","2019-03"
"63","1","3","verwaltungsreform","2019-03"
"64","4","7","feuerwehr","2019-03"
"65","1","3","offent","2019-03"
"66","2","3","gewass","2019-03"
"67","1","3","wfs ortsteil","2019-03"
"68","3","4","transport","2019-03"
"69","4","4","verkehr","2019-03"
"70","1","3","berlin mau","2019-03"
"71","1","3","geodat ortsteil","2019-03"
"72","2","4","stadtviertel","2019-03"
"73","1","3","tempelhof schoneberg","2019-03"
"74","1","3","geschlecht alt","2019-03"
"75","2","3","suizid","2019-03"
"76","2","4","finanz","2019-03"
"77","3","3","fnp","2019-03"
"78","2","3","pflegeheim","2019-03"
"79","1","3","kmu","2019-03"
"80","2","4","topograph","2019-03"
"81","2","3","lor einwohn","2019-03"
"82","1","3","am bauerse strreinigungsklass","2019-03"
"83","1","3","abfall","2019-03"
"84","1","3","haushaltswirtschaft","2019-03"
"85","2","4","immobili","2019-03"
"88","2","3","religion","2019-03"
"89","6","7","fis brok","2019-03"
"90","3","5","bebauungssplan","2019-03"
"91","2","5","plz","2019-03"
"92","3","5","sepa lastschriftverfahr","2019-03"
"94","4","4","gtfs","2019-03"
"95","2","3","koordinat","2019-03"
"96","2","3","bevolkerungsprognos","2019-03"
"97","3","3","dgm","2019-03"
"98","2","4","stadtplan","2019-03"
"99","3","4","wett","2019-03"
"100","2","4","berg","2019-03"
"101","2","4","gebaud effizienz","2019-03"
"102","2","3","gart","2019-03"
"103","2","2","fnp 2019","2019-03"
"104","2","2","schillerkiez","2019-03"
"105","2","2","geologi","2019-03"
"106","2","2","grundschul","2019-03"
"107","2","2","psych","2019-03"
"108","1","2","mindestlohn","2019-03"
"109","2","2","volksbegehr videouberwach","2019-03"
"110","2","2","bleibtreu","2019-03"
"111","2","2","lichtenberg","2019-03"
"112","2","2","wms ortho","2019-03"
"113","1","2","atkis","2019-03"
"114","2","2","kreuzberg","2019-03"
"115","2","2","betreibervertrag","2019-03"
"116","1","2","inspir","2019-03"
"117","2","2","vhs","2019-03"
"118","1","2","jahr","2019-03"
"119","2","2","einkommensstruktur","2019-03"
"120","1","2","wasserstand","2019-03"
"121","2","2","gis","2019-03"
"122","1","2","xenia espresso gmbh","2019-03"
"123","2","3","kindertagesstatt","2019-03"
"124","2","3","neukolln","2019-03"
"125","2","3","baum wfs","2019-03"
"126","1","2","kml","2019-03"
"127","2","2","opnv","2019-03"
"128","2","4","mitt","2019-03"
"129","1","2","wmf kleingart","2019-03"
"130","1","2","standort","2019-03"
"131","1","2","begegn or fussverkehr","2019-03"
"132","1","2","1989","2019-03"
"133","2","3","facharzt","2019-03"
"134","2","3","mokib","2019-03"
"135","2","2","bibliothek","2019-03"
"137","1","2","kunst und kultur","2019-03"
"138","3","4","bezirksgrenz","2019-03"
"139","1","2","wohnlag","2019-03"
"140","1","2","reparatur","2019-03"
"141","3","6","subway","2019-03"
"143","1","2","wahlergebnis","2019-03"
"144","1","2","positionspapi","2019-03"
"145","1","2","stadtteilgrenz open data","2019-03"
"146","1","2","positionspapi begegn or fussverkehr","2019-03"
"147","1","2","migrationshintergrund lor planungsraum","2019-03"
"148","2","3","miet","2019-03"
"149","9","9","einwohn 2017","2019-03"
"150","1","2","wasserkart","2019-03"
"151","1","2","steinstuck","2019-03"
"152","2","2","schonhorsterstrass","2019-03"
"153","2","2","population","2019-03"
"154","2","3","milieuschutzgebiet","2019-03"
"155","1","2","einwohn 31 12 2016","2019-03"
"157","1","2","wahlerverzeichnis","2019-03"
"158","2","2","frau","2019-03"
"159","2","4","brunn","2019-03"
"160","2","3","histor kart","2019-03"
"162","1","2","open data berlin","2019-03"
"164","2","2","verbeamt lehr","2019-03"
"165","1","2","statonar aufenthaltskost","2019-03"
"167","3","4","geodat","2019-03"
"168","1","2","asylblg","2019-03"
"169","1","2","metadat","2019-03"
"170","1","2","stadtteilgrenz berlin","2019-03"
"171","1","2","berlin strassenverzeichnis","2019-03"
"172","4","4","bundestagswahl","2019-03"
"173","1","2","reinigungsklass schonhorst strass","2019-03"
"174","2","2","co2","2019-03"
"176","1","2","personal","2019-03"
"177","2","3","wass","2019-03"
"178","1","2","detailvereinbar detv","2019-03"
"179","2","2","kirch","2019-03"
"180","2","3","religionsgemeinschaft","2019-03"
"181","2","4","begegnungszon","2019-03"
"182","2","3","ausland","2019-03"
"183","1","2","gemeinnutz arbeit","2019-03"
"184","1","2","2 bettzimmerkost","2019-03"
"185","2","3","datenschutz","2019-03"
"186","1","2","demograph","2019-03"
"187","1","2","landesgrenz","2019-03"
"189","1","2","st","2019-03"
"190","2","3","sozialstrukturatlas","2019-03"
"191","1","2","90138416","2019-03"
"192","1","2","stadtbezirk","2019-03"
"193","2","2","lsa","2019-03"
"194","3","4","zensus","2019-03"
"196","4","4","wahlkreis","2019-03"
"197","2","2","kindertagespflegestell","2019-03"
"198","1","2","umzug","2019-03"
"199","1","2","energieeffizienz","2019-03"
"200","3","4","kameral","2019-03"
"201","2","3","anmeld grundschul","2019-03"
"202","2","2","rbs ortsteil","2019-03"
"203","2","3","gelandehoh","2019-03"
"204","1","2","am hegewinkel","2019-03"
"205","1","2","polizeiaufgabengesetz","2019-03"
"206","1","2","zeit","2019-03"
"207","1","2","sachgrundlos befrist","2019-03"
"208","2","3","bus","2019-03"
"209","2","2","mull","2019-03"
"210","1","2","frauentag","2019-03"
"211","1","2","380kv","2019-03"
"212","1","2","u bahn netz u or bahn or v or bb","2019-03"
"214","4","4","geo","2019-03"
"215","1","2","blum blum","2019-03"
"216","1","2","einwohn weissense","2019-03"
"217","1","2","blum","2019-03"
"218","1","2","beschluss des berlin senat 1994","2019-03"
"219","1","2","stadtteilgrenz","2019-03"
"220","1","2","nox","2019-03"
"221","2","2","altglas","2019-03"
"222","1","2","wms dat","2019-03"
"223","1","2","beschluss des berlin senat vom 22 februar 1994","2019-03"
"224","1","2","grundwass","2019-03"
"226","1","2","mobilitat","2019-03"
"227","1","2","biblio","2019-03"
"228","1","2","strass klkassec","2019-03"
"229","2","2","geojson","2019-03"
"231","2","2","topo","2019-03"
"232","1","2","eiskell","2019-03"
"233","1","2","potenzialflach","2019-03"
"234","1","2","senwirt","2019-03"
"235","1","2","feuerwehrschul","2019-03"
"236","1","2","gemark lankwitz","2019-03"
"237","1","2","gelandemodell","2019-03"
"238","2","4","hotel","2019-03"
"239","1","2","belrin","2019-03"
"240","1","2","ortsteil berlin","2019-03"
"241","1","2","bauantrag","2019-03"
"242","1","2","bauabfall","2019-03"
"243","1","2","zib","2019-03"
"244","1","2","alkis wfs","2019-03"
"245","1","2","blum e","2019-03"
"246","1","2","beamt","2019-03"
"248","1","2","klr","2019-03"
"249","1","2","energieverbrauchsubersicht","2019-03"
"250","2","3","volkshochschul","2019-03"
"251","1","2","gastronomi","2019-03"
"253","1","2","volksf","2019-03"
"254","1","2","weissense","2019-03"
"256","2","3","tempolimit","2019-03"
"260","3","3","tankstell","2019-03"
"288","2","2","tourismus","2019-03"
"311","2","2","nahverkehrsplan","2019-03"
"317","2","2","gemeind","2019-03"
"319","3","3","gewalt geg frau","2019-03"
"341","2","2","kunstlich intelligenz","2019-03"
"343","2","2","api","2019-03"
"344","2","2","bundesstrass durch berlin","2019-03"
"345","4","4","dieselfahrverbot","2019-03"
"356","3","3","coworking","2019-03"
"360","4","4","obdachlos","2019-03"
"362","2","2","fairtrad","2019-03"
"368","2","2","toilett","2019-03"
"375","3","3","berufskrank","2019-03"
"391","3","3","haltestell","2019-03"
"393","2","2","strassenverzeichnis","2019-03"
"408","2","2","lehr","2019-03"
"409","4","4","friedrichshain","2019-03"
"412","2","2","histori","2019-03"
"414","2","2","lidar","2019-03"
"420","2","2","ewald paul","2019-03"
"426","2","2","mietenbegrenzungsverordn","2019-03"
"435","2","2","katasteramt","2019-03"
"439","2","2","flurstuck","2019-03"
"440","2","2","flurstuckssuch","2019-03"
"454","2","2","kopenick","2019-03"
"480","2","2","gewerbesteu","2019-03"
"486","2","2","vogel schutz","2019-03"
"496","2","2","grz","2019-03"
"517","2","2","postleitzahl","2019-03"
"532","2","2","gebaudealt","2019-03"
"544","2","2","bezirk shp","2019-03"
"570","2","2","radverkehr","2019-03"
"574","2","2","parkplatz","2019-03"
"617","2","2","jahresabschluss","2019-03"
"639","2","2","metro","2019-03"
"642","2","2","3d","2019-03"
"652","2","2","digital oberflachenmodell","2019-03"
"664","2","2","sergii","2019-03"
"677","2","2","autobahn","2019-03"
"693","2","2","frequenz","2019-03"
"736","4","4","arbeitslosenquot","2019-03"
"749","2","2","baujahr","2019-03"
"767","2","2","stadtisch wohnung","2019-03"
"1","12","29","ortsteil","2019-04"
"2","11","21","vornam","2019-04"
"3","7","14","strass","2019-04"
"4","4","13","geometri","2019-04"
"5","1","11","bod","2019-04"
"6","6","11","vbb","2019-04"
"7","4","11","api","2019-04"
"8","7","13","bezirk","2019-04"
"9","3","10","shap","2019-04"
"10","12","29","lor planungsraum","2019-04"
"11","5","14","einwohn","2019-04"
"12","3","9","lichtenberg","2019-04"
"13","8","14","alkis","2019-04"
"14","4","12","arbeitslos","2019-04"
"15","10","13","lor","2019-04"
"16","1","9","einwohn berlin in lor planungsraum","2019-04"
"17","9","14","flurkart","2019-04"
"18","8","12","rbs","2019-04"
"19","6","11","europawahl","2019-04"
"20","2","10","sport","2019-04"
"21","5","9","poll","2019-04"
"22","1","8","einwohnerinn und einwohn mit migrationshintergrund in berlin in lor planungsraum","2019-04"
"23","4","10","wohnlag","2019-04"
"24","3","8","lor kart","2019-04"
"25","7","8","verwaltungsvorschrift","2019-04"
"26","2","7","topograph","2019-04"
"27","5","8","energi","2019-04"
"28","3","11","flachennutz","2019-04"
"29","5","7","energieverbrauch","2019-04"
"30","4","6","hotel","2019-04"
"31","4","10","hauskoordinat","2019-04"
"32","2","7","unterkunft","2019-04"
"33","6","6","bvg","2019-04"
"34","3","5","wms","2019-04"
"35","5","7","strassenverzeichnis","2019-04"
"36","3","6","gebaud","2019-04"
"37","5","6","polizei","2019-04"
"38","2","5","shp","2019-04"
"39","2","5","flach","2019-04"
"40","2","5","feinstaub","2019-04"
"41","2","5","alkis gebaud","2019-04"
"42","4","8","radfahr","2019-04"
"43","2","5","flughaf","2019-04"
"44","11","13","senatsbeschluss","2019-04"
"45","2","5","inspir","2019-04"
"46","7","8","fahrrad","2019-04"
"47","4","7","kita","2019-04"
"48","4","4","shapefil","2019-04"
"49","3","5","s bahn","2019-04"
"50","2","4","verkehr","2019-04"
"51","2","4","detailnetz","2019-04"
"52","3","7","umweltatlas","2019-04"
"53","3","7","grenz","2019-04"
"54","1","4","berlin wasserbetrieb","2019-04"
"55","3","6","luftbild","2019-04"
"56","1","4","bezirksregion","2019-04"
"57","4","6","dgm","2019-04"
"58","4","6","gtfs","2019-04"
"59","1","4","1910","2019-04"
"60","3","3","odis","2019-04"
"61","3","7","schulerticket","2019-04"
"62","1","3","wfs","2019-04"
"63","3","7","grundschul reinickendorf","2019-04"
"64","2","3","zaa","2019-04"
"65","4","4","block","2019-04"
"66","3","5","grunflach","2019-04"
"67","4","5","kriminal","2019-04"
"68","2","3","einwohnerzahl","2019-04"
"69","3","3","einwohn 2017","2019-04"
"70","5","6","charité","2019-04"
"71","2","3","gewerb","2019-04"
"72","14","18","list der haufig vornam","2019-04"
"74","4","4","geodat","2019-04"
"75","3","3","schulsprengel","2019-04"
"76","1","3","wohndau","2019-04"
"77","3","4","vivant","2019-04"
"78","7","8","miet","2019-04"
"79","1","3","atlas fur grz","2019-04"
"80","2","4","haus","2019-04"
"81","2","5","haufig vornam 2018","2019-04"
"82","1","3","strassenverkehr","2019-04"
"84","5","6","einkomm","2019-04"
"85","3","4","kriminalitat","2019-04"
"86","3","3","tourismus","2019-04"
"87","1","3","geobasisdat","2019-04"
"89","2","5","accommodation","2019-04"
"90","2","3","strassennetz","2019-04"
"91","1","3","baumstandort","2019-04"
"92","3","5","bsr","2019-04"
"93","4","5","schul","2019-04"
"95","4","7","flurstuck","2019-04"
"96","3","3","gebaudealt","2019-04"
"97","1","3","gas","2019-04"
"98","2","4","rad","2019-04"
"99","1","3","bien","2019-04"
"100","4","6","einschulbereich","2019-04"
"101","3","3","larm","2019-04"
"102","1","3","einwohn ortsteil","2019-04"
"103","1","3","rollstuhl","2019-04"
"104","4","7","mobilitat","2019-04"
"105","3","3","gis","2019-04"
"106","1","3","list der haufig vornam 2018 friedrichshain kreuzberg","2019-04"
"107","3","4","lageso","2019-04"
"109","3","5","senatsverwalt fur wirtschaft energi und betrieb umsatzsteu umsatzsteu","2019-04"
"110","1","3","boundary","2019-04"
"111","1","3","lod1","2019-04"
"112","2","2","obdachlos","2019-04"
"113","3","4","luft","2019-04"
"114","1","2","rbs lor","2019-04"
"115","4","7","rbs block","2019-04"
"116","1","2","solar","2019-04"
"117","1","2","arzt","2019-04"
"118","4","5","immobili","2019-04"
"119","2","2","sozialstrukturatlas","2019-04"
"120","2","3","haushalt","2019-04"
"121","2","3","restaurant","2019-04"
"122","1","2","bezirk mitt","2019-04"
"123","2","3","direction id","2019-04"
"124","1","2","no2","2019-04"
"126","2","2","alt","2019-04"
"127","2","2","bau","2019-04"
"128","2","2","osm","2019-04"
"129","2","4","wie viel kind wurd 2018 in friedrichshein kreuzberg muhammed genannt","2019-04"
"130","1","2","json","2019-04"
"131","1","2","plz","2019-04"
"132","2","4","digital orthophotos","2019-04"
"133","2","4","potsdam str berlin","2019-04"
"134","3","3","radverkehr","2019-04"
"135","1","2","schadling","2019-04"
"136","1","2","buschow weg","2019-04"
"137","1","2","beteil","2019-04"
"138","1","2","trink","2019-04"
"139","1","2","gesundheitsforder","2019-04"
"140","1","2","heimathaf","2019-04"
"142","1","2","wander","2019-04"
"143","2","2","mietpreis","2019-04"
"144","1","2","neukolln","2019-04"
"145","2","2","baum","2019-04"
"146","3","3","europawahl 2019","2019-04"
"147","2","3","wahlberechtigt","2019-04"
"148","2","2","24 01 2012","2019-04"
"149","1","2","ergebnis","2019-04"
"150","1","2","automatic publication risk","2019-04"
"151","1","2","berlin mietspiegel","2019-04"
"153","1","2","kart 5000","2019-04"
"154","5","5","park","2019-04"
"155","3","3","bad","2019-04"
"156","1","2","flatowalle","2019-04"
"157","1","2","milieuschutzgebiet","2019-04"
"158","2","4","flurstuck marzahn","2019-04"
"159","2","3","berlin strass","2019-04"
"160","1","2","transparenz","2019-04"
"161","1","2","weath","2019-04"
"162","1","2","wohnung","2019-04"
"163","2","2","schichtenverzeichnis","2019-04"
"164","1","2","atkis","2019-04"
"165","1","2","lageplan or","2019-04"
"166","2","3","mietspiegel","2019-04"
"167","2","2","unfall","2019-04"
"168","2","3","schuless","2019-04"
"169","1","2","einwohnerzahl berlin","2019-04"
"172","2","2","ausland","2019-04"
"173","1","2","bodenrichtwertatlas","2019-04"
"174","2","2","gesund","2019-04"
"175","2","2","smart hom","2019-04"
"176","1","2","ernahr","2019-04"
"177","2","4","wahllokal steglitz zehlendorf","2019-04"
"178","1","2","wms servic","2019-04"
"179","2","3","senatsbeschluss or besold","2019-04"
"181","1","2","ausgab lehr","2019-04"
"182","3","4","wahl","2019-04"
"183","1","2","passegi","2019-04"
"184","1","2","leucht","2019-04"
"185","2","3","gewerbemiet","2019-04"
"186","1","2","bahn","2019-04"
"187","1","2","funkzell","2019-04"
"188","2","2","zugriffsstatist","2019-04"
"190","1","2","barri","2019-04"
"191","2","2","feinstaubbelast","2019-04"
"192","1","2","bau sanier","2019-04"
"193","1","2","europawahl 2019 briefwahl","2019-04"
"194","1","2","oberbaumbruck","2019-04"
"195","1","2","berlin strass und volksf 2019","2019-04"
"196","1","2","sozialleist","2019-04"
"199","1","2","13159 blankenfeld","2019-04"
"200","2","3","tempohom","2019-04"
"201","1","2","tempelhof","2019-04"
"202","1","2","storm","2019-04"
"203","2","2","wohnein","2019-04"
"204","2","2","einwohnerinn und einwohn","2019-04"
"205","1","2","lidar","2019-04"
"207","1","2","crim","2019-04"
"208","2","2","toilett","2019-04"
"209","2","2","radweg","2019-04"
"210","1","2","bodenkart altlast","2019-04"
"211","1","2","bauwerk","2019-04"
"212","1","2","ausland einwohn","2019-04"
"213","1","2","anand restaurant","2019-04"
"214","3","3","haltestell","2019-04"
"215","1","2","bibliothek","2019-04"
"216","3","4","abwass","2019-04"
"217","3","4","wahllokal","2019-04"
"218","1","2","stadtgrenz","2019-04"
"220","2","2","strassenrein","2019-04"
"221","2","2","badestell","2019-04"
"222","1","2","dlm","2019-04"
"223","1","2","kindertagesstatt","2019-04"
"224","1","2","alt mensch","2019-04"
"226","1","2","flachennutzungsplan","2019-04"
"227","1","2","besoldungserhoh 2019","2019-04"
"228","1","2","haltestell s bahn","2019-04"
"229","2","3","lor planungsraum 2017","2019-04"
"231","2","2","sozialindex","2019-04"
"232","1","2","verwaltungsgrenz","2019-04"
"233","1","2","strassenschlussel","2019-04"
"234","1","2","immobilienbewert","2019-04"
"235","1","2","versiegel","2019-04"
"236","1","2","wert","2019-04"
"237","2","3","nam","2019-04"
"238","3","3","strassenbefahr","2019-04"
"239","1","2","spiegel","2019-04"
"240","1","2","umweitatlas berlin","2019-04"
"241","1","2","uberbaubar grundstucksflach","2019-04"
"242","1","2","dom","2019-04"
"243","1","2","pump","2019-04"
"244","1","2","besold","2019-04"
"245","1","2","verkehrszeich","2019-04"
"246","1","2","statist gebiet","2019-04"
"247","2","2","stadtteil","2019-04"
"248","2","3","rbs ortsteil","2019-04"
"249","1","2","flurkartenauszug","2019-04"
"250","1","2","0700","2019-04"
"251","1","2","spass","2019-04"
"252","1","2","lod2","2019-04"
"253","1","2","einwohnerdicht","2019-04"
"254","2","2","tourist","2019-04"
"255","2","3","geoportal","2019-04"
"256","1","2","cod design","2019-04"
"257","1","2","wertvorstell","2019-04"
"261","2","2","quartiersmanagement beusslestrass","2019-04"
"266","2","2","baublock","2019-04"
"273","2","2","handbuch sozialraumorientier","2019-04"
"288","2","2","justiz","2019-04"
"292","2","2","ckan","2019-04"
"309","2","2","sozial stadt","2019-04"
"321","2","2","kleingart","2019-04"
"327","2","2","fahrgast","2019-04"
"338","2","2","off dat","2019-04"
"359","3","3","profiskal","2019-04"
