"","term_stem","impressions","visits"
"376","todesfall corona",1,1
"377","coronalag",1,1
"378","berlinzulag",1,1
"379","bezirksregion schoneberg",1,1
"380","corona beschluss",1,1
"381","covid 19 in schmockwitz",1,1
"382","umweltatlas",1,1
"383","investitionskost",1,1
"384","einkommensverteil",1,1
"385","kdu av wohn 2017",1,1
"386","bezirkskart",1,1
"387","wbl",1,1
"388","wahl 2013",1,1
"389","blk",1,1
"390","wohnlagenzuordn",1,1
"391","frost",1,1
"392","papiercontain",1,1
"393","sterbefall",1,1
"394","coron",1,1
"395","durchschnittseinkomm",1,1
"396","gastronomi",1,1
"397","bezirk gesundheitsberichterstatt sozialist",1,1
"398","diplomat",1,1
"399","webatlas",1,1
"400","s 2885",1,1
"401","geograf koordinat",1,1
"402","todesrat",1,1
"403","2018",1,1
"404","vektor",1,1
"405","grundwasserspiegel",1,1
"406","strassennetz",1,1
"407","sar cov 2 infektionsschutzverordn",1,1
"408","haltestellenkoordinat",1,1
"409","hiont dem kurpark friedrichshag",1,1
"410","telefon",1,1
"411","wahl 2021",1,1
"412","txl",1,1
"413","wasserentnahm",1,1
"414","150000",1,1
"415","latern",1,1
"416","reproduktionsrat",1,1
"417","bezirk einwohn",1,1
"418","hakod",1,1
"419","corona zahl",1,1
"420","mitt",1,1
"421","tempelhof",1,1
"422","nam",1,1
"423","domain",2,2
"424","land cov",1,1
"425","wat",1,1
"426","petzoldtweg",1,1
"427","unternehmengrund",1,1
"428","mobility",1,1
"429","statist gebiet",1,1
"430","geo koordinat",1,1
"431","wfs haltestell",1,1
"432","lageplan berlin",1,1
"433","geometri der bezirk",1,1
"434","corona lag in berlin",1,1
"435","bezirk gesundheitsberichterstatt sozialist blockkart energieverbrauch kita solaranlag biomass",1,1
"436","geologi",1,1
"437","ort",1,1
"438","corona lag",2,2
"439","abgeordnet",1,1
"440","einwohn lor 2018",1,1
"441","reis",1,1
"442","corona risikogebiet",2,2
"443","coronavirus deutschland",1,1
"444","ø einkomm",1,1
"445","spz",1,1
"446","grenz",1,1
"447","medical wellness",1,1
"448","olmera",1,1
"449","covid 19 intensivstation",1,1
"450","verkehrsnetz",1,1
"451","lor shp",1,1
"452","kfz statist gebiet",1,1
"453","rbs anleit",1,1
"454","list vornam 2020",1,1
"455","potsdam mittelmark",1,1
"456","covid 19 bezirk",2,2
"457","open data",1,1
"458","vornam",3,3
"459","fahrgast",2,2
"460","religion",1,1
"461","gesetz hochstaltergrenz senatsvorlag",1,1
"462","corona in bezirk",1,1
"463","3d",2,2
"464","radweg",1,1
"465","adressauskunft",1,1
"466","datensatz",1,1
"467","grun",1,1
"468","justizstandort",1,1
"469","erhaltungsgebiet",2,2
"470","offent verwalt als attraktiv arbeitgeb",1,1
"471","covid 19 tot",1,1
"472","tod",2,2
"473","genossenschaft",1,1
"474","sozialpadiatri",1,1
"475","unfall or unfall or verkehr",1,1
"476","radverkehrsanlag",1,1
"477","kreuzberg einwohnerdicht",1,1
"478","neukolln",1,1
"479","bau und wohn",1,1
"480","alarm",1,1
"481","handswerkamm",1,1
"482","bebau",1,1
"483","unfall unfall or unfall or verkehr",1,1
"484","social media",1,1
"485","kdu av wohn",1,1
"486","alterstabell covid",1,1
"487","justizstandort marzahn hellersdorf",1,1
"488","lebenswelt orientiert raum",1,1
"489","covid verteil in den bezirk",1,1
"490","corona fallzahl 30 10 20",1,1
"491","coronavirus bezirk",1,1
"492","flug",1,1
"493","servic url",2,2
"494","general practittion",1,1
"495","berlin kart 1900",1,1
"496","bachelor of law",1,1
"497","serviceurl",1,1
"498","corona risikogeniet",1,1
"499","te",1,1
"500","wohnlag kart",1,1
"501","bum",1,1
"502","geometri der wahlbezirk",1,1
"503","hauserblock",2,2
"504","tot corona",1,1
"505","brunn",1,1
"506","bodenrichtwert 01 01 2020",1,1
"507","populationsdicht",1,1
"508","strass stadtbezirk",1,1
"509","covid fallzahl",1,1
"510","covid 19 todesfall",1,1
"511","spandau corona",1,1
"512","bezirk geo",1,1
"513","lidar",1,1
"514","14 10 2020",1,1
"515","dienstleist",1,1
"516","lor plaungsraum",1,1
"517","wochenmarkt",1,1
"518","radfahr",1,1
"519","hochschul",1,1
"520","lod2",1,1
"521","unemployment",1,1
"522","datenformat",1,1
"523","kmu",1,1
"524","attraktiv arbeitgeb",1,1
"525","corona fall in berlin",1,1
"526","senat fur bildung schul",1,1
"527","coronakart",1,1
"528","berlin vor 1900",1,1
"529","schlesisch bahnhof",1,1
"530","beleucht",1,1
"531","wohnlagenzuordn verordn",1,1
"532","marzahn hellersdorf justizzentrum",1,1
"533","1800",1,1
"534","bezirk mitt",1,1
"535","covid 19 zahl",1,1
"536","einwohn lor",1,1
"537","tempolimit",1,1
"538","ampeln",1,1
"539","covid erkrank",1,1
"540","wfs db",1,1
"541","luftverschmutz",1,1
"542","vektordat",1,1
"543","einwohnerdicht",1,1
"544","flachennutz ortsteil",1,1
"545","covid steglitz",1,1
"546","hydrant",2,2
"547","dgm",1,1
"548","lag des restaurant",1,1
"549","sozialversicherungspflicht beschaftigt",1,1
"550","trodelmarkt",1,1
"551","poll",1,1
"552","liegenschaftskart berlin",1,1
"553","denkmalkart",1,1
"554","thed",1,1
"555","senfin",1,1
"556","wohnwag steglitz damm",1,1
"557","verwaltungsgrenz",1,1
"558","hundesteu",1,1
"559","maskenpflicht in buros",1,1
"560","geometri bezirk",1,1
"561","trinkbrunn",1,1
"562","volkspark prenzlau berg",1,1
"563","wiebestrass",1,1
"564","radschnellverbind",1,1
"565","schutzverordn",1,1
"566","einwohnerzahl 2019",1,1
"567","teu",1,1
"568","fluglarm",1,1
"569","klr",1,1
"570","bevolkerungsdicht nach bezirk",1,1
"571","koln",1,1
