"","term_stem","impressions","visits"
"391","strass wfs",1,1
"392","gewerbedicht",1,1
"393","bem",1,1
"394","fahrad",1,1
"395","afrika medi zentrum",1,1
"396","json",1,1
"397","verkehrsunfall",1,1
"398","stadtviertel",1,1
"399","bau",1,1
"400","lor geometri",1,1
"401","katasterplan",1,1
"402","fertigstellungsanzeig",1,1
"403","kultur",2,2
"404","durchschnittsalt",1,1
"405","poi",1,1
"406","kmz",1,1
"407","wohnlag in 10963",1,1
"408","stadtentwickl",1,1
"409","atkis denkmalschutzrecht",1,1
"410","wasserflach",1,1
"411","verkehrsdat",1,1
"412","senatsverwalt fur finanz",1,1
"413","bodenrichtwert",1,1
"414","top kart",1,1
"415","beihilf",2,2
"416","shap",1,1
"417","naturdenkmal",2,2
"418","schadling ja oder nein taub",1,1
"419","mullentsorg",1,1
"420","luftbild 1989",1,1
"421","rent",1,1
"422","wohnungsbestand",1,1
"423","oper",1,1
"424","profiskal",1,1
"425","sozialstrukturatlas",1,1
"426","lor arbeitslosenanteil",1,1
"427","ortofotos",1,1
"428","einzugsbereich",1,1
"429","grundwass",1,1
"430","gewerb",1,1
"431","lor arbeitslos",1,1
"432","grunlagebestand",1,1
"433","sitz",1,1
"434","strat larmkart gesamtlarmindex l den",1,1
"435","hundeanteil",1,1
"436","lor altersarmut",1,1
"437","leitung",2,2
"438","rbs strass",1,1
"439","grundsicher neukolln",1,1
"440","grundstuck",1,1
"441","commut",1,1
"442","berlinonlin",2,2
"443","bodentyp",1,1
"444","verkehrsunfall berlin buch",1,1
"445","1791",1,1
"446","alkus grundstuck berlin",1,1
"447","dach",1,1
"448","kart stadtstruktur",1,1
"449","offent schul",1,1
"450","digital farbig orthophotos",1,1
"451","luft schadstoff",1,1
"452","wertstoffhof",1,1
"453","schulplanungsregion",1,1
"454","strategi",1,1
"455","hartz iv",1,1
"456","aufgrabeverbot",1,1
"457","vbb fahrplandat",1,1
"458","langzeitarbeitslos",1,1
"459","stattaub schutz gesetz",1,1
"460","beschluss",1,1
"461","hund",1,1
"462","dat grunlagebestand",1,1
"463","geometri der wahlbezirk",1,1
"464","angebotsmiet",1,1
"465","senatsvorlag der senatsverwalt fur stadtentwickl und wohn evergab",1,1
"466","5000 wms",1,1
"467","freizeit",1,1
"468","stromverbrauch berlin",1,1
"469","strass oberflach",1,1
"470","flohmarkt",1,1
"471","orthofotos",1,1
"472","kessel",1,1
"473","energieatlas",1,1
"474","katasteramt berlin tempelhof",1,1
"475","hohenschonhaus nord",2,2
"476","freie trag",1,1
"477","spielhall",1,1
"478","wfs utm",1,1
"479","fahraderzahl",1,1
"480","beschaftigt",1,1
"481","gtfs vbb",1,1
"482","ost west berlin",1,1
"483","unfall",1,1
"484","lod",1,1
"485","fahrplandat",1,1
"486","biomull mulltrenn",1,1
"487","kulturdenkmal",1,1
"488","bildung berlin",1,1
"489","bushaltestell",2,2
"490","senatsvorlag der senatsverwalt fur stadtentwickl und umwelt",1,1
"491","schoneberg",1,1
"492","prosum",1,1
"493","senatssitz",1,1
"494","don",1,1
"495","lebenswelt orientiert raum lor in berlin",1,1
"496","justizdien",1,1
"497","2014 v 20 01 2015",1,1
"498","fahrplan",1,1
"499","luftschadstoff",1,1
"500","abrufstatist",1,1
"501","ortophotos",1,1
"502","kijum",1,1
"503","wasserqualitat",1,1
"504","logist",1,1
"505","hamburg wahl",1,1
"506","kanal kanal",1,1
"507","topograph kart",2,2
"508","gfz",1,1
"509","linguist",1,1
"510","bezirksamt",1,1
"511","luftqualitat",1,1
"512","liegenschaft",1,1
"513","wassergebiet",1,1
"514","senatsverwalt fur wirtschaft ausgab",1,1
"515","tempolimit",1,1
"516","senatsverwalt ausgab",1,1
"517","strom alg 2",1,1
"518","sektor",1,1
"519","lor sozial",1,1
"520","ozonwert",1,1
"521","wohn",1,1
"522","gelandemodell",1,1
"523","kenako",1,1
"524","sportwettburos",1,1
"525","landnutz",1,1
"526","einspeis",1,1
"527","e mobility",1,1
"528","verkehrszeich parkbucht",1,1
"529","tram",1,1
"530","lkw",1,1
"531","baudenk",1,1
"532","stadtmodell",1,1
"533","bezrik",1,1
"534","alkis berlin",1,1
"535","dtk",1,1
"536","wfs 2018",1,1
"537","stadtteil",3,3
"538","unfallsteckkart",1,1
"539","bauflach",1,1
"540","psychotherapi",1,1
"541","bevolker statist or block",1,1
"542","citygml",1,1
"543","ella kay str",1,1
"544","kameral monatsdat",1,1
"545","dat",1,1
"546","ortsteilgrenz",1,1
"547","migrationshintergrund ortsteil",1,1
"548","einwohn religion",1,1
"549","temperatur",1,1
"550","vorbam",1,1
"551","top kart 50000",1,1
"552","prufergebnis",1,1
"553","gewalttat",1,1
"554","deutsch migrationshintergrund",1,1
"555","herstell von trag und angebotsvielfalt",1,1
"556","alk",1,1
"557","nutzungsplan",1,1
"558","wohnlag berlin mietspiegel 2019",1,1
"559","geschutzt biotop",1,1
"560","kreativ",1,1
"561","10707",1,1
"562","stockwerk",1,1
"563","luftguet messnetz",1,1
"564","bornam",1,1
"565","bvg fahrplandat",1,1
"566","brunn",1,1
"567","niederschlagsmeng",1,1
"568","markt",1,1
"569","3d",1,1
"570","ol",1,1
"571","bezirk umriss",1,1
"572","adress rbs",1,1
"573","rohr",1,1
"574","altersarmut",1,1
"575","bildungsberlin",1,1
"576","geometri bw",1,1
"577","latern",1,1
"578","berlin galeri",1,1
"579","lkw zhal",1,1
"580","fahrradweg",1,1
"581","ortophotos 2019",1,1
"582","schivelbein strass",1,1
"583","rbs adress 2015",1,1
"584","lor arbeit",1,1
"585","bevolker block",1,1
"586","rbs adress 2019",1,1
"587","kurfurstendamm",1,1
"588","kart friedrichshain kreuzberg",1,1
"589","geschwind",1,1
"590","psychothetapi",1,1
"591","flasch full",1,1
"592","wms elektro",1,1
"593","bezirksamtbeschluss",2,2
"594","lichtenberg fennpfuhl",1,1
"595","legend",1,1
"596","download",1,1
"597","alkis berlin gebaud",1,1
"598","fort und zuzug",1,1
"599","hundeanzahl",1,1
"600","sen bau wohn",1,1
"601","badese",2,2
"602","senatsbeschluss vom 3 mai 2016",1,1
"603","buch",1,1
"604","autos",1,1
"605","zugriff",1,1
"606","doppelhaushalt",1,1
"607","glascontain",1,1
"608","abrufstati",1,1
"609","electric",1,1
"610","wirtschaftsplan",1,1
"611","e bobillity",1,1
"612","unterflur",1,1
"613","spatkauf",1,1
"614","gebaudehoh berlin",1,1
"615","rbs adress 2014",1,1
"616","1000 grun dach",1,1
"617","bildungsabschluss berlin",1,1
"618","mietengesetz",1,1
"619","grunanlagenbstand",1,1
"620","lehr",1,1
"621","schivelbein",1,1
"622","planungsreg",1,1
"623","kart 1 200000",1,1
"624","parkraumbewirtschaft",1,1
"625","bodenrichtwert berlin 2019",1,1
"626","grunanlagendigital farbig orthophoto 2018 dop20rgb",1,1
"627","erwerbstat",1,1
"628","car sharing",1,1
"629","fahrplan grundangebot",1,1
"630","haushaltsplan",1,1
"631","cc0",1,1
"632","dgm1",1,1
"633","grenz",1,1
"634","dtk25",1,1
"635","stadtentwickl prisma",1,1
"636","lor einwohn 2017",1,1
"637","5 punkt plan",1,1
"638","energy atlas",1,1
"639","open data strategi",1,1
"640","gera",1,1
"641","rbs adress 2016",1,1
"642","westkreuz",1,1
"643","hauskoordinat",1,1
"644","dat berlin de metadat",1,1
"645","berlin buch",1,1
"646","berlin zoo",1,1
"647","schulplan",1,1
"648","cc 0",1,1
"649","strass pflast",1,1
"650","stadtkart",1,1
"651","parkraum",1,1
"652","arbeitslosenquot",1,1
"653","gebaud hoh berlin",1,1
"654","baumkatastar",1,1
"655","histor shp",1,1
"656","asylblg lor",1,1
"657","kreuzberg stolperstein",1,1
"658","neu mehrow strass",1,1
"659","migrationshintegrund",1,1
"660","nation",1,1
"661","alkis denkmalschutz",1,1
"662","wfs sport",1,1
"663","toilett",1,1
"664","bezirksregion",1,1
"665","berlin verkehr",1,1
"666","nordhorn",1,1
"667","boris",1,1
"668","geschoss",1,1
"669","sport event tourismus",1,1
"670","grundsicher 2018",1,1
"671","flexperrto",1,1
"672","schulstandort",1,1
"673","2018",1,1
"674","haushaltseinkomm 2017",1,1
"675","migrationshintergrund 2018",1,1
"676","tourismuszahl",1,1
"677","mietdeckel",1,1
"678","einschul",1,1
"679","unterflurhydrant",1,1
"680","rbs adress 2017",1,1
"681","dop20rgb 2018",1,1
"682","gemarkungsnumm lichtenrad",1,1
"683","wms tk",1,1
"684","adlergestell",1,1
"685","berlin txl",1,1
"686","strat larmkart fassadenpegel an larmbeeinflusst wohngebaud 2017 ua",1,1
"687","erwerb",1,1
"688","berlin de",1,1
"689","betrieb eingliederungsmanagement",1,1
"690","emobillity",1,1
"691","refinanzier freie trag",1,1
"692","bevolker and block",1,1
"693","strassenabschnitt",1,1
"694","standort gefordert kulturproduktion",1,1
"695","verbot buch",1,1
"696","drk",1,1
"697","schad",1,1
"698","clan",1,1
"699","bebauungsplansuch zu ihr grundstuck",1,1
"700","berlin gtfs",1,1
"701","echtzeit",1,1
"702","electric vehicl",1,1
"703","m2",1,1
"704","wimersdorf",1,1
"705","einschulungsbereich",1,1
"706","burgerv",1,1
"707","datenportal",1,1
"708","heinersdorf",1,1
"709","weimar",1,1
"710","altglascontain",1,1
"711","lod 1",1,1
"712","grunvolum",1,1
"713","digital farbig orthophotos 2019",1,1
"714","orthophotos 2019",1,1
"715","pump",1,1
"716","eckpunkt",1,1
