"","term_stem","impressions","visits"
"592","schul it",1,1
"593","haushaltseikomm",1,1
"594","elektrizitat",1,1
"595","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2014",1,1
"596","arbeitszeit",1,1
"597","3d stadtmodell",1,1
"598","kind",1,1
"599","bik sharing",1,1
"600","mietspiegel",1,1
"601","kart von berlin 1 5000",1,1
"602","schulbezirk",1,1
"603","standardeinspeisprofil",1,1
"604","wahlwerb",1,1
"605","buch mosis",1,1
"606","verwaltungsgrenz",1,1
"607","1 64",1,1
"608","koop",1,1
"609","dtk10 wms",1,1
"610","friedrichstrass",1,1
"611","tourismus erwerbstat",1,1
"612","universitat",1,1
"613","fahrerassistenz",1,1
"614","kauf",1,1
"615","religionszugehor",1,1
"616","model",1,1
"617","universit",1,1
"618","clan",1,1
"619","waserbrunn",1,1
"620","energieatlas",1,1
"621","signalanlag",1,1
"622","blankenburg",1,1
"623","kiminalitatsatlas",1,1
"624","krankenhaus wfs",1,1
"625","gruenanlag",1,1
"626","kooperativ leitstell",1,1
"627","armut",1,1
"628","sgb ii",1,1
"629","trinkbrunn friedrichhain",1,1
"630","tempelhof feld",1,1
"631","gelandemodell",1,1
"632","hoschul",1,1
"633","landtag",1,1
"634","reinigungsverzeichnis",1,1
"635","demographi",1,1
"636","mietpreis",1,1
"637","anlagenbaum",1,1
"638","start up",2,2
"639","katasterplan",1,1
"640","leitstell",1,1
"641","dtm",1,1
"642","grunschul",1,1
"643","flurstuck berlin",1,1
"644","krimi",1,1
"645","u bahn zeit",1,1
"646","lichtsignal",1,1
"647","verbannt",1,1
"648","stromlastprofil",1,1
"649","jahresruckblick",1,1
"650","strass index",1,1
"651","sozialatlas",1,1
"652","vornam 2018",1,1
"653","geburt berlin",1,1
"654","ausland anteil 2017",1,1
"655","geburtenrat",1,1
"656","ckan",1,1
"657","markt",1,1
"658","licht beleucht",1,1
"659","bahn lini",1,1
"660","adressdatenbank",1,1
"661","landesgrenz",1,1
"662","citygml",1,1
"663","telefonzell",1,1
"664","startup",1,1
"665","umweltzon",1,1
"666","elektrizitatpreis",1,1
"667","kriminalitatsatlas",1,1
"668","ewr ortsteil",1,1
"669","dom",1,1
"670","nv 2016 196",1,1
"671","antrag personalausweis",1,1
"672","indikatorenwert berlin",1,1
"673","tourism",1,1
"674","einwoh",1,1
"675","versicher",1,1
"676","recherchestipendi",1,1
"677","brennstoffzell",1,1
"678","wass marsch",1,1
"679","bezirksregionenprofil",1,1
"680","bad",1,1
"681","aik",1,1
"682","uni",1,1
"683","restaurant",1,1
"684","handjerystrass",1,1
"685","einwohn entwickl",1,1
"686","rad fahr",1,1
"687","sudkreuz",1,1
"688","sharing",1,1
"689","bikesharing",1,1
"690","strass lang",1,1
"691","famili",1,1
"692","verbrech",1,1
"693","crim",1,1
"694","radzahldat",1,1
"695","was",1,1
"696","einwohn in blocl",1,1
