"","term_stem","impressions","visits"
"392","lebenslag",1,1
"393","dragonerareal",1,1
"394","c berlin einwohn",1,1
"395","wasserversorg",1,1
"396","bsr",1,1
"397","senior",1,1
"398","pollution",1,1
"399","c stromnetz berlin",1,1
"400","c lor kart",1,1
"401","c einwohn lor planungsraum",1,1
"402","c corona virus",1,1
"403","c alkis anmeld",1,1
"404","c wohnung berlin",1,1
"405","bewerb",1,1
"406","c trinkbrunn im bezirk",1,1
"407","c mappa storica",1,1
"408","histor",2,2
"409","oertzenweg",1,1
"410","gabrielenstrass",1,1
"411","brunn",1,1
"412","c einzelhaushaltsplan 25",1,1
"413","windenergi",1,1
"414","hoh",1,1
"415","c angab lizenz",1,1
"416","kleingart",1,1
"417","motorway",1,1
"418","parkplatz",2,2
"419","bevolkerungsdicht",1,1
"420","ford",1,1
"421","c lebenswelt orientiert",1,1
"422","medikament",1,1
"423","zensus",1,1
"424","transparenz",1,1
"425","projekt",1,1
"426","wasserschutzgebiet",1,1
"427","c haushalt 2020",1,1
"428","badegwass",1,1
"429","baujahr",1,1
"430","fest",1,1
"431","c intelligent mobilitat",1,1
"432","c fahrrad dat",1,1
"433","c rbs dien",1,1
"434","c amt fur statist",1,1
"435","spree",1,1
"436","humboldt",1,1
"437","bepflanz",1,1
"438","germany",1,1
"439","c grundwassergleich 201",1,1
"440","tarifregist",1,1
"441","senatsvorlag",1,1
"442","handel",1,1
"443","sportanlag",1,1
"444","c covid 19",2,2
"445","suchbegriff",2,2
"446","c berlin gehwegbreit",1,1
"447","c haushalt kultur 2019",1,1
"448","c immobili preis",1,1
"449","bezirksnumm",1,1
"450","c sozialleist empfang",2,2
"451","kindertageseinricht",1,1
"452","erganzungsbaut",1,1
"453","kanalisation",1,1
"454","krimi",1,1
"455","stell",1,1
"456","zahlung",1,1
"457","shap",1,1
"458","flach",1,1
"459","c inn nach kita besuchsdau in berlin 2012 angab in",1,1
"460","lantzsch",1,1
"461","kindertagesstatt",1,1
"462","c entwicklungsvorhab adlershof",1,1
"463","nrw",1,1
"464","lebensmittel",1,1
"465","wohngebiet",1,1
"466","verkehrsaufkomm",1,1
"467","c bestand windkraftanlag berlin",1,1
"468","verkehrsentwickl",1,1
"469","c lor planungsraum",2,2
"470","seitenaufruf",1,1
"471","hydrologi",1,1
"472","c bebauungsplan vi 11",1,1
"473","dnb",1,1
"474","stromnetz",1,1
"475","bibliothek",1,1
"476","steu",1,1
"477","versiegel",1,1
"478","wahlbezirk",1,1
"479","wohn",1,1
"480","gesundheitsbericht",1,1
"481","c pfleg xls pdf csv",1,1
"482","bundestagswahlkreis",1,1
"483","alleinerzieh",1,1
"484","c nikolaiviertel project",1,1
"485","ubermitteln",1,1
"486","92",1,1
"487","windkraftanlag",2,2
"488","bier",1,1
"489","c linked data servic",1,1
"490","c pro kopf einkomm pankow",1,1
"491","doppelhaushalt",1,1
"492","spartenauskunft",1,1
"493","zuwendungsdatenbank",1,1
"494","sportplatz",2,2
"495","medizin",2,2
"496","grundstuck",1,1
"497","c bebauungsplan friedrichshain kreuzberg",1,1
"498","c plan hydrant",1,1
"499","motorisierungsgrad",1,1
"500","forst",1,1
"501","c kontakt amt fur statist berlin",1,1
"502","forder",1,1
"503","verkehrspunkt",1,1
"504","hydrant",1,1
"505","bodenrichtwert",2,2
"506","brw",1,1
"507","plastik",1,1
"508","c histor dat",1,1
"509","c friedrichshain kreuzberg famili",1,1
"510","boris",1,1
"511","kernindikator",1,1
"512","esri",1,1
"513","verbrauch",1,1
"514","ordnungsamt",1,1
"515","gabrielenstr",1,1
"516","c neubauwohn in berlin",1,1
"517","hoch",1,1
"518","shp",1,1
"519","entsorg",1,1
"520","stromerzeug",1,1
"521","fahrradstand",1,1
"522","c digital obenflachenmodell",1,1
"523","c pfleg xls pdf",1,1
"524","c pfleg api",1,1
"525","fahrradfahr",1,1
"526","c ausbau kreuzung",1,1
"527","c soorstrass 14050 berlin",1,1
"528","beitrag",1,1
"529","c senatsbeschluss vergabestell",1,1
"530","erwerbslos",1,1
"531","verzeichnis",1,1
"532","c friedrichshain kreuzberg kind",1,1
"533","radverkehrsanlag",1,1
"534","pachtgart",1,1
"535","c history u bahn",1,1
"536","esu",1,1
"537","radinfrastruktur",1,1
"538","neukollnischealle",1,1
"539","ttk",1,1
"540","nachtokonomi",1,1
"541","wald",1,1
"542","germark",1,1
"543","c diskriminierungsgesetzt diskriminierungsgesetzt",1,1
"544","wohnungsbau",1,1
"545","workspac",1,1
"546","personenaufkomm",1,1
"547","alexanderplatz",1,1
"548","autismus",1,1
"549","c neuregel der umsatzbesteuer",1,1
"550","radverkehr",1,1
"551","kml",1,1
"552","wohnblock",1,1
"553","zock",1,1
"554","hydroisohyps",1,1
"555","infrastruktur",1,1
"556","c planungsraum shap",1,1
"557","c zeitreih kombiniert indikator sprachdefizit",1,1
"558","c bewohn mitt karl marx alle",1,1
"559","frierdichshain",1,1
"560","reis",1,1
"561","c helmholtzplatz helmholtzplatz",1,1
"562","c kriminalstatist krimi",1,1
"563","kriminal",2,2
"564","rentn",1,1
"565","api",1,1
"566","c einzelhauhaltsplan 25",1,1
"567","c privathand map",1,1
"568","projektcontrolling",1,1
"569","c berlin wahlbezirk",1,1
"570","c mund nas mask straf",1,1
"571","strassennamn",1,1
"572","c topograph kart",1,1
"573","c regional bezugssyst",1,1
"574","nacht",1,1
"575","medicin",1,1
"576","job",2,2
"577","eheschliess",1,1
"578","ladestation",1,1
"579","lehrstand",1,1
"580","konsumindex",1,1
"581","c anzahl wohnung berlin",1,1
"582","mischgebiet",1,1
"583","alterstruktur",1,1
"584","wasserbehord",1,1
"585","c an und abmeld",1,1
"586","weath",1,1
"587","bewasser",1,1
"588","gelandemodell",1,1
"589","landwirtschaft",1,1
"590","liegenschaft",1,1
"591","c unt wasserbehord",1,1
"592","quellenangab",1,1
"593","hushaltsplan",1,1
"594","lgbt",1,1
"595","kladow",1,1
"596","coviid",1,1
"597","westberlin",1,1
"598","meereshoh",1,1
"599","kanal",1,1
"600","anmeld",1,1
"601","dom",1,1
"602","c mein berlin mein berlin",1,1
"603","food",1,1
"604","c corona prami",1,1
"605","blind",1,1
"606","sozialbau",1,1
"607","c alkis berlin flurstuck",1,1
"608","kriminalstatist",1,1
"609","c temperatur jahr",1,1
"610","c friedrichshain kreuzberg bewohn",1,1
"611","windkraftanlang",1,1
"612","jugendfreiz",1,1
"613","vehicl",1,1
"614","c berlin 3d",1,1
"615","senatsbeschluss",1,1
"616","orthofoto",1,1
"617","bevolker",1,1
"618","einschulungsdat",1,1
"619","9788872410431",1,1
"620","c besenbind str 12524 berlin",1,1
"621","tablett",1,1
"622","2020",1,1
"623","fussballplatz",1,1
"624","c berlin 1900",1,1
"625","fussball",1,1
"626","c fahrrad unfall",1,1
"627","transparenzdat",1,1
"628","radfah",1,1
"629","muhlendammbruck",1,1
"630","rad",1,1
"631","incom",1,1
"632","verkehrsknotenpunkt",1,1
"633","parking",1,1
"634","leerstand",1,1
"635","baumpatenschaft",1,1
"636","verkehrserfass",1,1
"637","zufried",1,1
"638","uberschwem",1,1
"639","c grundwass dlm",1,1
"640","2019",1,1
"641","mietenwog",1,1
"642","c leisur and recreation area",1,1
"643","leisur",1,1
"644","haushaltsnettoeinkomm",1,1
"645","temperaturverlauf",1,1
"646","adlershof",1,1
"647","kaufkraft",1,1
"648","transferleist",1,1
"649","c neu lichtenberg haushalt",1,1
"650","geltungsbereich",1,1
"651","verkehrszell",1,1
"652","verteilnetz",1,1
"653","tagesmutt",1,1
"654","c topgraf kart 3447",1,1
"655","fluss",1,1
"656","timo",1,1
"657","hohenlini",1,1
"658","c berlin histor",1,1
"659","c neu lichtenberg",1,1
"660","sportflach",1,1
"661","moritzplatz",1,1
"662","sonnenrepubl",1,1
"663","stolperstein",1,1
"664","sfisbrok",1,1
"665","c nr 3449",1,1
"666","dwg",1,1
"667","c sport leisur and recreation area",1,1
"668","pump",1,1
"669","c sofortprogramm virtualcampusberlin",1,1
"670","adolf",1,1
"671","c planungsraum wrangelkiez",1,1
"672","c baumbestand berlin anlagenbaum",1,1
"673","c arbeitslos 2009 2019",1,1
"674","transparenzdatenbanl",1,1
"675","c travel survey",1,1
"676","c person verkeh",1,1
"677","c berlin wall",1,1
"678","c amtsgericht charlottenburg",1,1
"679","mietpreisespiegel",1,1
"680","c verzeichnis strass",1,1
"681","c roedenbecksteig 11",1,1
"682","club",1,1
"683","kit",1,1
"684","erhaltungssatzungsgebiet",1,1
"685","c planungsraum wrangelkiez 02030402",1,1
"686","c kernindikator fur bezirksregionenprofil",1,1
"687","unfallstatist",1,1
"688","wrangelkiez",1,1
"689","wahllokal",1,1
"690","c lor schlusselsystemat",1,1
"691","c atkis wass",1,1
"692","lod1",2,2
"693","berlinzoom",1,1
"694","strassenrein",1,1
"695","leopoldplatz",1,1
"696","see",1,1
"697","fliessgewass",1,1
"698","c atkis fliessgewass flach",1,1
"699","zehgw",1,1
"700","c kriminal sta",1,1
"701","schneid",1,1
"702","solar",1,1
"703","stadtbezirk",1,1
"704","c zensus 2011",1,1
"705","c einwohn dat",1,1
"706","c haushaltsplan des bezirksamt lichtenberg",1,1
"707","trodelmarkt",1,1
"708","c einwohnerinn und einwohn mit migrationshintergrund in berlin in lor planungsraum nachherkunftsgebiet",1,1
"709","merit",1,1
"710","c einwohn in alersgrupp",1,1
"711","c grundwassergleich 2018",1,1
"712","luftbildstadtplan",1,1
"713","ausgleichsenergi",1,1
"714","wasserqualitaet",1,1
"715","sapos",1,1
"716","moabit",1,1
"717","verschmutz",1,1
"718","naturpark",1,1
"719","zugriffsstatist",1,1
"720","flur",1,1
"721","autos",1,1
"722","c umriss berlin",1,1
"723","ostberlin",1,1
"724","fluglarmkart",1,1
"725","gemus",1,1
"726","c kapellmeist charlottenburg 1850",1,1
"727","strassenverzeichnis",1,1
"728","kreis",1,1
"729","c fussgang dat",1,1
"730","c einkomm atlas",1,1
"731","wohnzufried",1,1
