"Unnamed: 0","term_stem","impressions","visits","month"
"149","s bahn","2","1","2019-02"
"150","hauskoordinat","2","1","2019-02"
"151","district","2","1","2019-02"
"152","stellplatzbedarf","2","1","2019-02"
"153","stolperstein","2","1","2019-02"
"154","grundschul","2","2","2019-02"
"155","fahrplandat","2","1","2019-02"
"158","bad","2","1","2019-02"
"159","wahlkreis wahlergebnis","2","1","2019-02"
"160","toruismus","2","1","2019-02"
"161","kriminalitatsatlas","2","1","2019-02"
"162","lod2","2","2","2019-02"
"163","sozialstrkturatlas 2017","2","1","2019-02"
"164","kriminalitat","2","1","2019-02"
"165","rbs block 2017","2","1","2019-02"
"183","parkplatz","2","2","2019-02"
"190","wahllokal neukolln","2","2","2019-02"
"194","dgm","2","2","2019-02"
"196","angebotsmiet","2","2","2019-02"
"207","warm","2","2","2019-02"
"228","einschulbereich","2","2","2019-02"
"237","energieverbrauchsubersicht bezirk gebaud","2","2","2019-02"
"244","europabeauftragt","2","2","2019-02"
"250","einwohnerzahl","2","2","2019-02"
"262","grundschulregion","2","2","2019-02"
"321","standard profil","2","2","2019-02"
"328","bauantrag","2","2","2019-02"
"332","verkehrsstark","2","2","2019-02"
"378","fisch","2","2","2019-02"
"388","lastprofil","2","2","2019-02"
"391","fluchtling","2","2","2019-02"
"413","sozialstatist","2","2","2019-02"
"439","list der haufig vornam 2018","2","2","2019-02"
"103","fnp 2019","2","2","2019-03"
"104","schillerkiez","2","2","2019-03"
"105","geologi","2","2","2019-03"
"106","grundschul","2","2","2019-03"
"107","psych","2","2","2019-03"
"108","mindestlohn","2","1","2019-03"
"109","volksbegehr videouberwach","2","2","2019-03"
"110","bleibtreu","2","2","2019-03"
"111","lichtenberg","2","2","2019-03"
"112","wms ortho","2","2","2019-03"
"113","atkis","2","1","2019-03"
"114","kreuzberg","2","2","2019-03"
"115","betreibervertrag","2","2","2019-03"
"116","inspir","2","1","2019-03"
"117","vhs","2","2","2019-03"
"118","jahr","2","1","2019-03"
"119","einkommensstruktur","2","2","2019-03"
"120","wasserstand","2","1","2019-03"
"121","gis","2","2","2019-03"
"122","xenia espresso gmbh","2","1","2019-03"
"126","kml","2","1","2019-03"
"127","opnv","2","2","2019-03"
"129","wmf kleingart","2","1","2019-03"
"130","standort","2","1","2019-03"
"131","begegn or fussverkehr","2","1","2019-03"
"132","1989","2","1","2019-03"
"135","bibliothek","2","2","2019-03"
"137","kunst und kultur","2","1","2019-03"
"139","wohnlag","2","1","2019-03"
"140","reparatur","2","1","2019-03"
"141","subway","2","1","2019-03"
"142","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2010","2","1","2019-03"
"143","wahlergebnis","2","1","2019-03"
"144","positionspapi","2","1","2019-03"
"145","stadtteilgrenz open data","2","1","2019-03"
"146","positionspapi begegn or fussverkehr","2","1","2019-03"
"147","migrationshintergrund lor planungsraum","2","1","2019-03"
"149","einwohn 2017","2","2","2019-03"
"150","wasserkart","2","1","2019-03"
"151","steinstuck","2","1","2019-03"
"152","schonhorsterstrass","2","2","2019-03"
"153","population","2","2","2019-03"
"155","einwohn 31 12 2016","2","1","2019-03"
"156","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2017","2","1","2019-03"
"157","wahlerverzeichnis","2","1","2019-03"
"158","frau","2","2","2019-03"
"161","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2017","2","1","2019-03"
"162","open data berlin","2","1","2019-03"
"164","verbeamt lehr","2","2","2019-03"
"165","statonar aufenthaltskost","2","1","2019-03"
"166","fisbrok","2","2","2019-03"
"168","asylblg","2","1","2019-03"
"169","metadat","2","1","2019-03"
"170","stadtteilgrenz berlin","2","1","2019-03"
"171","berlin strassenverzeichnis","2","1","2019-03"
"172","bundestagswahl","2","2","2019-03"
"173","reinigungsklass schonhorst strass","2","1","2019-03"
"174","co2","2","2","2019-03"
"175","sepa lastschriftmandat","2","1","2019-03"
"176","personal","2","1","2019-03"
"178","detailvereinbar detv","2","1","2019-03"
"179","kirch","2","2","2019-03"
"182","ausland","2","1","2019-03"
"183","gemeinnutz arbeit","2","1","2019-03"
"184","2 bettzimmerkost","2","1","2019-03"
"185","datenschutz","2","1","2019-03"
"186","demografi","2","1","2019-03"
"187","landesgrenz","2","1","2019-03"
"188","migrationshintergrund 2018","2","2","2019-03"
"189","st","2","1","2019-03"
"191","90138416","2","1","2019-03"
"192","je bezirk","2","1","2019-03"
"193","lsa","2","2","2019-03"
"194","zensus","2","2","2019-03"
"195","planungsraum","2","2","2019-03"
"197","adress kindertagespflegestell","2","2","2019-03"
"198","umzug","2","1","2019-03"
"199","energieeffizienz","2","1","2019-03"
"202","rbs ortsteil","2","2","2019-03"
"204","am hegewinkel","2","1","2019-03"
"205","polizeiaufgabengesetz","2","1","2019-03"
"206","zeit","2","1","2019-03"
"207","sachgrundlos befrist","2","1","2019-03"
"209","mull","2","2","2019-03"
"210","frauentag","2","1","2019-03"
"211","380kv","2","1","2019-03"
"212","u bahn netz u or bahn or v or bb","2","1","2019-03"
"215","blum blum","2","1","2019-03"
"216","einwohn weissense","2","1","2019-03"
"217","blum","2","1","2019-03"
"218","beschluss des berlin senat 1994","2","1","2019-03"
"219","stadtteilgrenz","2","1","2019-03"
"220","nox","2","1","2019-03"
"221","altglas","2","2","2019-03"
"222","wms dat","2","1","2019-03"
"223","beschluss des berlin senat vom 22 februar 1994","2","1","2019-03"
"224","grundwass","2","1","2019-03"
"226","mobilitat","2","1","2019-03"
"227","biblio","2","1","2019-03"
"228","strass klkassec","2","1","2019-03"
"229","geojson","2","2","2019-03"
"230","migrationshintergrund 2017","2","2","2019-03"
"231","topo","2","2","2019-03"
"232","eiskell","2","1","2019-03"
"233","potenzialflach","2","1","2019-03"
"234","senwirt","2","1","2019-03"
"235","feuerwehrschul","2","1","2019-03"
"236","gemark lankwitz","2","1","2019-03"
"237","gelandemodell","2","1","2019-03"
"239","belrin","2","1","2019-03"
"240","ortsteil berlin","2","1","2019-03"
"241","bauantrag","2","1","2019-03"
"242","bauabfall","2","1","2019-03"
"243","zib","2","1","2019-03"
"244","alkis wfs","2","1","2019-03"
"245","blum e","2","1","2019-03"
"246","beamt","2","1","2019-03"
"247","subway","2","1","2019-03"
"248","klr","2","1","2019-03"
"249","energieverbrauchsubersicht","2","1","2019-03"
"251","gastronomi","2","1","2019-03"
"252","zensus","2","1","2019-03"
"253","volksf","2","1","2019-03"
"254","weissense","2","1","2019-03"
"255","subway","2","1","2019-03"
"288","tourismus","2","2","2019-03"
"311","nahverkehrsplan","2","2","2019-03"
"317","gemeind","2","2","2019-03"
"341","kunstlich intelligenz","2","2","2019-03"
"343","api","2","2","2019-03"
"344","bundesstrass durch berlin","2","2","2019-03"
"362","fairtrad","2","2","2019-03"
"368","toilett","2","2","2019-03"
"393","strassenverzeichnis","2","2","2019-03"
"408","lehr","2","2","2019-03"
"414","lidar","2","2","2019-03"
"420","ewald paul","2","2","2019-03"
"454","kopenick","2","2","2019-03"
"466","alkgis","2","2","2019-03"
"480","gewerbesteu","2","2","2019-03"
"496","grz","2","2","2019-03"
"517","postleitzahl","2","2","2019-03"
"532","gebaudealt","2","2","2019-03"
"574","parkplatz","2","2","2019-03"
"607","coworking","2","2","2019-03"
"617","jahresabschluss","2","2","2019-03"
"639","metro","2","2","2019-03"
"642","3d","2","2","2019-03"
"664","sergii","2","2","2019-03"
"677","autobahn","2","2","2019-03"
"693","frequenz","2","2","2019-03"
"749","baujahr","2","2","2019-03"
"767","stadtisch wohnung","2","2","2019-03"
"112","obdachlos","2","2","2019-04"
"114","rbs lor","2","1","2019-04"
"116","solar","2","1","2019-04"
"117","arzt","2","1","2019-04"
"118","immobili","2","2","2019-04"
"119","sozialstrukturatlas","2","2","2019-04"
"122","bezirk mitt","2","1","2019-04"
"124","no2","2","1","2019-04"
"126","alt","2","2","2019-04"
"127","bau","2","2","2019-04"
"128","osm","2","2","2019-04"
"129","wie viel kind wurd 2018 in friedrichshein kreuzberg muhammed genannt","2","1","2019-04"
"130","json","2","1","2019-04"
"131","plz","2","1","2019-04"
"132","digital orthophotos 2017","2","1","2019-04"
"133","potsdam str berlin","2","1","2019-04"
"135","schadling","2","1","2019-04"
"136","buschow weg","2","1","2019-04"
"137","beteil","2","1","2019-04"
"138","trink","2","1","2019-04"
"139","gesundheitsforder","2","1","2019-04"
"140","heimathaf","2","1","2019-04"
"141","wie viel kind wurd 2018 in friedrichshein kreuzberg muhammed genannt","2","1","2019-04"
"142","wander","2","1","2019-04"
"143","mietpreis","2","2","2019-04"
"144","neukolln","2","1","2019-04"
"145","baum","2","2","2019-04"
"148","24 01 2012","2","2","2019-04"
"149","ergebnis","2","1","2019-04"
"150","automatic publication risk","2","1","2019-04"
"151","berlin mietspiegel","2","1","2019-04"
"152","digital orthophotos","2","1","2019-04"
"153","kart 5000","2","1","2019-04"
"156","flatowalle","2","1","2019-04"
"157","milieuschutzgebiet","2","1","2019-04"
"158","flurstuck 180 marzahn","2","1","2019-04"
"160","transparenz","2","1","2019-04"
"161","weath","2","1","2019-04"
"162","wohnung","2","1","2019-04"
"163","schichtenverzeichnis","2","2","2019-04"
"164","atkis","2","1","2019-04"
"165","lageplan or","2","1","2019-04"
"167","unfall","2","2","2019-04"
"169","einwohnerzahl berlin","2","1","2019-04"
"172","ausland","2","2","2019-04"
"173","bodenrichtwertatlas","2","1","2019-04"
"174","gesund","2","2","2019-04"
"175","smart hom","2","2","2019-04"
"176","ernahr","2","1","2019-04"
"177","wahllokal im bezirk steglitz zehlendorf","2","1","2019-04"
"178","wms servic","2","1","2019-04"
"179","senatsbeschluss or besold","2","1","2019-04"
"180","flurstuck marzahn","2","1","2019-04"
"181","ausgab lehr","2","1","2019-04"
"183","passegi","2","1","2019-04"
"184","leucht","2","1","2019-04"
"186","bahn","2","1","2019-04"
"187","funkzell","2","1","2019-04"
"188","zugriffsstatist","2","2","2019-04"
"189","schul reinickendorf","2","1","2019-04"
"190","barri","2","1","2019-04"
"191","feinstaubbelast","2","2","2019-04"
"192","bau sanier","2","1","2019-04"
"193","europawahl 2019 briefwahl","2","1","2019-04"
"194","oberbaumbruck","2","1","2019-04"
"195","berlin strass und volksf 2019","2","1","2019-04"
"196","sozialleist","2","1","2019-04"
"197","potsdam str berlin","2","1","2019-04"
"198","kriminal","2","2","2019-04"
"199","13159 blankenfeld","2","1","2019-04"
"201","tempelhof","2","1","2019-04"
"202","storm","2","1","2019-04"
"203","wohnein","2","2","2019-04"
"204","einwohnerinn und einwohn","2","2","2019-04"
"205","lidar","2","1","2019-04"
"206","wahllokal steglitz zehlendorf","2","1","2019-04"
"207","crim","2","1","2019-04"
"208","toilett","2","2","2019-04"
"209","radweg","2","2","2019-04"
"210","bodenkart altlast","2","1","2019-04"
"211","bauwerk","2","1","2019-04"
"212","ausland einwohnerinn","2","1","2019-04"
"213","anand restaurant","2","1","2019-04"
"215","bibliothek","2","1","2019-04"
"216","abwass","2","1","2019-04"
"218","stadtgrenz","2","1","2019-04"
"220","strassenrein","2","2","2019-04"
"221","badestell","2","2","2019-04"
"222","dlm","2","1","2019-04"
"223","kindertagesstatt","2","1","2019-04"
"224","alt mensch","2","1","2019-04"
"226","flachennutzungsplan","2","1","2019-04"
"227","besoldungserhoh 2019","2","1","2019-04"
"228","haltestell s bahn","2","1","2019-04"
"229","lor planungsraum 2017","2","1","2019-04"
"230","accommodation","2","1","2019-04"
"231","sozialindex","2","2","2019-04"
"232","verwaltungsgrenz","2","1","2019-04"
"233","strassenschlussel","2","1","2019-04"
"234","immobilienbewert","2","1","2019-04"
"235","versiegel","2","1","2019-04"
"236","wert","2","1","2019-04"
"239","spiegel","2","1","2019-04"
"240","umweitatlas berlin","2","1","2019-04"
"241","uberbaubar grundstucksflach","2","1","2019-04"
"242","dom","2","1","2019-04"
"243","pump","2","1","2019-04"
"244","besold","2","1","2019-04"
"245","verkehrszeich","2","1","2019-04"
"246","rbs statist gebiet","2","1","2019-04"
"247","stadtteil","2","2","2019-04"
"249","flurkartenauszug","2","1","2019-04"
"250","700","2","1","2019-04"
"251","spass","2","1","2019-04"
"252","lod2","2","1","2019-04"
"253","einwohnerdicht","2","1","2019-04"
"254","tourist","2","2","2019-04"
"256","cod design","2","1","2019-04"
"257","wertvorstell","2","1","2019-04"
"266","baublock","2","2","2019-04"
"292","ckan","2","2","2019-04"
"309","sozial stadt","2","2","2019-04"
"321","kleingart","2","2","2019-04"
"327","fahrgast","2","2","2019-04"
"338","off dat","2","2","2019-04"
"359","profiskal","2","2","2019-04"
"371","steu","2","2","2019-04"
"373","gemeind","2","2","2019-04"
"379","abwass","2","2","2019-04"
"388","2018","2","2","2019-04"
"393","bevolker","2","2","2019-04"
"394","brandenburg","2","2","2019-04"
"405","berlin mau","2","2","2019-04"
"417","esri","2","2","2019-04"
"424","rathaus","2","2","2019-04"
"431","parkplatz","2","2","2019-04"
"445","charité","2","2","2019-04"
"488","wedding","2","2","2019-04"
"496","ortsteil geometri berlin","2","2","2019-04"
"531","geburt","2","2","2019-04"
"568","webatlas","2","2","2019-04"
"634","parkraum","2","2","2019-04"
"642","postleitzahl","2","2","2019-04"
"646","iot","2","2","2019-04"
"109","auflist der glaubig","2","2","2019-05"
"110","mitt","2","2","2019-05"
"112","ubersichtskart","2","1","2019-05"
"113","grundwass","2","2","2019-05"
"114","kopftuch","2","1","2019-05"
"115","numb of pub","2","1","2019-05"
"116","landesgrenz","2","1","2019-05"
"119","geburt","2","2","2019-05"
"120","liegenschaftskart mit luftbild","2","1","2019-05"
"121","nachnam","2","2","2019-05"
"122","lehr beamt","2","1","2019-05"
"123","gegenuberstell der gebaudenutz","2","1","2019-05"
"124","2012 and and 2017","2","1","2019-05"
"125","schwangerschaftsabbruch","2","1","2019-05"
"128","sozialstrukturatlas","2","2","2019-05"
"129","nox","2","1","2019-05"
"131","ostberlin","2","1","2019-05"
"132","einkomm spandau","2","1","2019-05"
"133","haltestellenzugang","2","1","2019-05"
"134","unternehmensinsolvenz","2","1","2019-05"
"135","energieverbrauchsubersicht","2","2","2019-05"
"137","europawahl12019 berlin spandau wahllokal 312","2","1","2019-05"
"138","mannlich vornam ranking","2","1","2019-05"
"139","tegel","2","1","2019-05"
"140","txl","2","1","2019-05"
"141","beschluss wiss","2","1","2019-05"
"144","haltestell","2","2","2019-05"
"147","strassenverzeichnis neukolln","2","1","2019-05"
"148","kopenick","2","1","2019-05"
"150","rad","2","2","2019-05"
"151","religion","2","1","2019-05"
"154","organisation des trag der eingliederungshilf","2","1","2019-05"
"155","senatsbeschluss 28 03 2019","2","1","2019-05"
"156","weg","2","1","2019-05"
"157","termin wichtig sozial ereignis","2","1","2019-05"
"158","brunn","2","2","2019-05"
"159","10115","2","1","2019-05"
"160","einwohnerzahl berlin","2","1","2019-05"
"161","kopftuchfrei zon","2","1","2019-05"
"162","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2017","2","2","2019-05"
"163","migration","2","2","2019-05"
"164","wahlbezirk 505","2","1","2019-05"
"166","adress gml","2","1","2019-05"
"167","senfin lho","2","1","2019-05"
"168","verwaltungssteuer","2","1","2019-05"
"169","bicycl","2","1","2019-05"
"170","pflzvv","2","1","2019-05"
"171","charlottenburg","2","2","2019-05"
"173","lageplan","2","2","2019-05"
"174","kfz kennzeich beantrag","2","1","2019-05"
"175","strassenverzeichnis berlin","2","1","2019-05"
"177","wasserportal","2","2","2019-05"
"178","schwimmbad","2","1","2019-05"
"180","grundwasserstand","2","1","2019-05"
"181","uoc","2","1","2019-05"
"182","gemark","2","2","2019-05"
"184","wahllokal mitt","2","1","2019-05"
"185","102 europawahl","2","1","2019-05"
"186","bezirksgrenz","2","1","2019-05"
"187","bar","2","1","2019-05"
"188","bevolkerungsdicht","2","2","2019-05"
"189","eckpunkt organisation des trag der eingliederungshilf","2","1","2019-05"
"190","flurstuckubersicht","2","1","2019-05"
"191","senatsbeschluss nr","2","1","2019-05"
"192","2016","2","2","2019-05"
"193","armutsquot berlin hohenschonhaus","2","1","2019-05"
"197","stadtumbau","2","2","2019-05"
"200","geburt nam","2","2","2019-05"
"203","kfz zulass","2","1","2019-05"
"204","rettung","2","1","2019-05"
"205","auto","2","1","2019-05"
"206","altersstruktur","2","2","2019-05"
"207","traffic","2","2","2019-05"
"208","charité","2","1","2019-05"
"210","verdienststruktur","2","1","2019-05"
"211","vivant","2","1","2019-05"
"212","pressburg","2","1","2019-05"
"213","lebensmittel","2","1","2019-05"
"214","verwaltungsregion","2","1","2019-05"
"216","bau or fertigstell","2","1","2019-05"
"217","anderungsbeschluss zweckentfremdungssatz","2","1","2019-05"
"218","runderlass senatsverwalt","2","1","2019-05"
"219","erwerbstat","2","1","2019-05"
"220","wahlschein","2","2","2019-05"
"221","gemeinschaftsinitiativ","2","2","2019-05"
"222","klimamodell berlin","2","1","2019-05"
"223","strassenverzeichnis charlottenburg","2","1","2019-05"
"224","lebensmittelhandel","2","1","2019-05"
"225","gutacht social media","2","1","2019-05"
"226","list der haufig vornam","2","1","2019-05"
"227","bezirk shp","2","1","2019-05"
"228","tvz","2","1","2019-05"
"230","rtw","2","1","2019-05"
"231","strassenverzeichnis download","2","1","2019-05"
"232","schwengelpump","2","1","2019-05"
"234","bln pflzvv","2","1","2019-05"
"235","altglas","2","1","2019-05"
"236","anderungsbeschluss zweckentfremdungssatz","2","1","2019-05"
"237","wahllokal find","2","1","2019-05"
"238","wahllokal 2019","2","1","2019-05"
"239","lindau alle","2","1","2019-05"
"240","wahllokal find","2","1","2019-05"
"241","wahllokal 2019","2","1","2019-05"
"242","masterlayout","2","1","2019-05"
"243","kanalisation","2","1","2019-05"
"244","strassennam","2","1","2019-05"
"245","neff","2","1","2019-05"
"246","demographi alt","2","1","2019-05"
"247","altglascontain","2","1","2019-05"
"285","s bahn","2","2","2019-05"
"299","tempelhof","2","2","2019-05"
"308","tempelhof wahllokal","2","2","2019-05"
"330","mietpreis","2","2","2019-05"
"356","wahllokal tempelhof","2","2","2019-05"
"373","kart pdf","2","2","2019-05"
"377","strassennam","2","2","2019-05"
"379","s 1886","2","2","2019-05"
"381","luft","2","2","2019-05"
"388","kollnisch vorstadt spindlersfeld","2","2","2019-05"
"422","europawahl ergebnis","2","2","2019-05"
"429","bvg","2","2","2019-05"
"431","hauskoordinat","2","2","2019-05"
"440","miet","2","2","2019-05"
"442","bebau","2","2","2019-05"
"446","alexanderplatz","2","2","2019-05"
"476","neukolln","2","2","2019-05"
"488","wartezeit","2","2","2019-05"
"498","rassist","2","2","2019-05"
"510","wohndau","2","2","2019-05"
"522","schragluftbild","2","2","2019-05"
"527","digital","2","2","2019-05"
"539","bad","2","2","2019-05"
"590","wohnung","2","2","2019-05"
"592","3d","2","2","2019-05"
"618","senatsvorlag","2","2","2019-05"
"630","real tim luftqualitat","2","2","2019-05"
"689","schrag","2","2","2019-05"
"723","echt zeit luftqualitat","2","2","2019-05"
"766","beschluss liegenschaft","2","2","2019-05"
"773","einfamilienhaus","2","2","2019-05"
"102","gis","2","2","2019-06"
"103","einbruchsstatist","2","2","2019-06"
"104","emd strass","2","2","2019-06"
"107","parking","2","2","2019-06"
"108","verkehr berlin","2","1","2019-06"
"109","bimschg","2","1","2019-06"
"112","sprach","2","1","2019-06"
"113","wasserversorg","2","1","2019-06"
"114","kindertagesstatt","2","1","2019-06"
"115","rahmenvertrag","2","1","2019-06"
"118","digital farbig orthophoto 2018","2","2","2019-06"
"119","strat larmkart l n","2","1","2019-06"
"120","denkmalkart","2","1","2019-06"
"121","verbind anwend der elektron vergab","2","2","2019-06"
"123","geo","2","1","2019-06"
"125","strom","2","2","2019-06"
"126","flurkart sfx","2","1","2019-06"
"127","kanal","2","1","2019-06"
"129","warmebelast","2","1","2019-06"
"130","protokoll","2","1","2019-06"
"131","friedrichshain","2","2","2019-06"
"133","ortsteil von berlin","2","2","2019-06"
"134","koordinat","2","1","2019-06"
"135","landesdenkmalamt","2","1","2019-06"
"137","wohnlag","2","1","2019-06"
"138","kind und jugend","2","1","2019-06"
"139","flachennutzungsplan","2","1","2019-06"
"140","grz","2","2","2019-06"
"141","messnetz","2","1","2019-06"
"143","bruttoinlandsprodukt","2","1","2019-06"
"144","jugendzentrum","2","1","2019-06"
"145","berlin schloss","2","1","2019-06"
"146","kiez","2","1","2019-06"
"147","5000","2","1","2019-06"
"148","digital orthophotos wms","2","1","2019-06"
"149","4","2","1","2019-06"
"150","berlin statttaub schutz berlin or statdtaub kein schadling","2","1","2019-06"
"151","stromkost","2","1","2019-06"
"153","bad","2","1","2019-06"
"154","kreuzberg","2","1","2019-06"
"155","sachgrundlos befrist","2","1","2019-06"
"156","kfz","2","1","2019-06"
"157","grun","2","1","2019-06"
"158","birkenstrass ecl bredowstrass","2","1","2019-06"
"161","04 senatsbeschluss","2","1","2019-06"
"162","asylblg","2","1","2019-06"
"163","friedrichshain kreuzberg","2","2","2019-06"
"164","verbrech","2","1","2019-06"
"166","wartenberg","2","1","2019-06"
"167","parkbucht","2","1","2019-06"
"168","stromstoss","2","1","2019-06"
"169","einschulbereich","2","1","2019-06"
"171","senatsbeschluss vom 3 5 2016","2","1","2019-06"
"172","marzahn landsberg alle","2","1","2019-06"
"173","kfz zulass","2","1","2019-06"
"174","gsi","2","1","2019-06"
"176","berlin heizungsprogramm","2","1","2019-06"
"177","geometri shaup","2","1","2019-06"
"178","kitas","2","1","2019-06"
"179","naturdenkmal","2","1","2019-06"
"180","vornam neugebor","2","2","2019-06"
"181","nachhalt tourismus","2","1","2019-06"
"183","gini","2","1","2019-06"
"184","adresspunkt","2","1","2019-06"
"185","schwimmbad","2","2","2019-06"
"186","12489 albert einstein strass","2","1","2019-06"
"187","ampeln","2","1","2019-06"
"188","lod1","2","1","2019-06"
"189","pendl","2","1","2019-06"
"190","digital topograph kart","2","1","2019-06"
"191","europawahl","2","2","2019-06"
"192","dietrich kalkum","2","1","2019-06"
"193","staatsop","2","1","2019-06"
"195","wms liegenschaft","2","1","2019-06"
"196","statist","2","1","2019-06"
"197","senatsbeschluss vom 21 5 2016","2","1","2019-06"
"198","wohnraum","2","1","2019-06"
"199","wfs erhol utm","2","1","2019-06"
"200","geschaftsordn","2","1","2019-06"
"201","ampel","2","1","2019-06"
"202","alkohol","2","1","2019-06"
"203","moabit west kriminalitat","2","1","2019-06"
"204","geodatenservic","2","2","2019-06"
"205","e mobilit","2","1","2019-06"
"206","list vornam","2","1","2019-06"
"207","stadtmitt","2","1","2019-06"
"208","kart bezirk","2","1","2019-06"
"209","schulerticket","2","1","2019-06"
"210","zugriffsstatist","2","2","2019-06"
"211","bauordn","2","1","2019-06"
"213","mietendeckel","2","1","2019-06"
"215","wfs 2019","2","1","2019-06"
"216","kriminalitatsatlas","2","1","2019-06"
"217","hotelstandort","2","1","2019-06"
"218","haushalt lor","2","1","2019-06"
"220","sparql","2","1","2019-06"
"221","mietpreisbrems","2","1","2019-06"
"223","wohnlag schmollerstrass","2","2","2019-06"
"224","parkplatz","2","2","2019-06"
"235","lor haushalt","2","2","2019-06"
"236","polizei","2","2","2019-06"
"249","tourismus","2","2","2019-06"
"254","einwohn bezirk","2","2","2019-06"
"255","senatsvorlag","2","2","2019-06"
"301","schul","2","2","2019-06"
"305","justiz","2","2","2019-06"
"311","digital orthophoto 2018","2","2","2019-06"
"312","erwerbslos","2","2","2019-06"
"336","spielstrass","2","2","2019-06"
"337","bier","2","2","2019-06"
"362","verkehrszeich","2","2","2019-06"
"371","obdachlos","2","2","2019-06"
"374","spandau","2","2","2019-06"
"383","investition","2","2","2019-06"
"403","kultur","2","2","2019-06"
"415","beihilf","2","2","2019-06"
"417","naturdenkmal","2","2","2019-06"
"437","leitung","2","2","2019-06"
"442","berlinonlin","2","2","2019-06"
"475","hohenschonhaus nord","2","2","2019-06"
"489","bushaltestell","2","2","2019-06"
"507","topograph kart","2","2","2019-06"
"593","bezirksamtbeschluss","2","2","2019-06"
"601","badese","2","2","2019-06"
"110","grundschul","2","2","2019-07"
"111","grundwassertief alt buchholz","2","1","2019-07"
"112","bewohn steglitz zehlendorf","2","2","2019-07"
"114","berlin wasserbetrieb","2","1","2019-07"
"115","bebau","2","1","2019-07"
"116","kopenick muhlenfliess","2","1","2019-07"
"117","plakett kauf","2","2","2019-07"
"118","religion","2","1","2019-07"
"119","flurkart feldmannstrass","2","1","2019-07"
"120","taxi","2","2","2019-07"
"122","preis","2","1","2019-07"
"123","fotos","2","1","2019-07"
"124","test","2","1","2019-07"
"125","radfahrstreif","2","1","2019-07"
"126","stadtteilmutt","2","1","2019-07"
"127","bescheinigungsbehord","2","1","2019-07"
"128","pankow wochenmarkt","2","1","2019-07"
"129","fahrplanauskunft","2","1","2019-07"
"130","parking","2","1","2019-07"
"132","grundwassermessstell","2","1","2019-07"
"134","flurkart erlin","2","1","2019-07"
"135","lidar","2","1","2019-07"
"136","db inspir geojson","2","1","2019-07"
"137","strass und volksf","2","1","2019-07"
"138","brunn","2","2","2019-07"
"139","unisex toilett","2","1","2019-07"
"140","schiffsverkehr","2","1","2019-07"
"141","jesid","2","1","2019-07"
"142","grundwass tief","2","1","2019-07"
"143","kindertagespfleg","2","1","2019-07"
"144","schulweg","2","2","2019-07"
"145","singl haushalt alt mensch","2","1","2019-07"
"146","grundbesitz","2","1","2019-07"
"147","kart vermess","2","1","2019-07"
