"Unnamed: 0","term_stem","impressions","visits","month"
"163","friedrichshain kreuzberg","2","2","2019-06"
"164","verbrech","2","1","2019-06"
"165","bezirk shap","3","2","2019-06"
"166","wartenberg","2","1","2019-06"
"167","parkbucht","2","1","2019-06"
"168","stromstoss","2","1","2019-06"
"169","einschulbereich","2","1","2019-06"
"170","geojson","3","2","2019-06"
"171","senatsbeschluss vom 3 5 2016","2","1","2019-06"
"172","marzahn landsberg alle","2","1","2019-06"
"173","kfz zulass","2","1","2019-06"
"174","gsi","2","1","2019-06"
"175","sgb ii","3","2","2019-06"
"176","berlin heizungsprogramm","2","1","2019-06"
"177","geometri shaup","2","1","2019-06"
"178","kitas","2","1","2019-06"
"179","naturdenkmal","2","1","2019-06"
"180","vornam neugebor","2","2","2019-06"
"181","nachhalt tourismus","2","1","2019-06"
"182","moabit","3","2","2019-06"
"183","gini","2","1","2019-06"
"184","adresspunkt","2","1","2019-06"
"185","schwimmbad","2","2","2019-06"
"186","12489 albert einstein strass","2","1","2019-06"
"187","ampeln","2","1","2019-06"
"188","lod1","2","1","2019-06"
"189","pendl","2","1","2019-06"
"190","digital topograph kart","2","1","2019-06"
"191","europawahl","2","2","2019-06"
"192","dietrich kalkum","2","1","2019-06"
"193","staatsop","2","1","2019-06"
"194","lebenswelt orientiert raum","3","2","2019-06"
"195","wms liegenschaft","2","1","2019-06"
"196","statist","2","1","2019-06"
"197","senatsbeschluss vom 21 5 2016","2","1","2019-06"
"198","wohnraum","2","1","2019-06"
"199","wfs erhol utm","2","1","2019-06"
"200","geschaftsordn","2","1","2019-06"
"201","ampel","2","1","2019-06"
"202","alkohol","2","1","2019-06"
"203","moabit west kriminalitat","2","1","2019-06"
"204","geodatenservic","2","2","2019-06"
"205","e mobillity","2","1","2019-06"
"206","list vornam","2","1","2019-06"
"207","stadtmitt","2","1","2019-06"
"208","kart bezirk","2","1","2019-06"
"209","schulerticket","2","1","2019-06"
"210","zugriffsstatist","2","2","2019-06"
"211","bauordn","2","1","2019-06"
"212","spielplatz","3","2","2019-06"
"213","mietendeckel","2","1","2019-06"
"214","bank","4","3","2019-06"
"215","wfs 2019","2","1","2019-06"
"216","kriminalitatsatlas","2","1","2019-06"
"217","hotelstandort","2","1","2019-06"
"218","haushalt lor","2","1","2019-06"
"219","2019","1","1","2019-06"
"220","sparql","2","1","2019-06"
"221","mietpreisbrems","2","1","2019-06"
"222","wfs umweltatlas","1","1","2019-06"
"223","wohnlag schmollerstrass","2","2","2019-06"
"224","parkplatz","2","2","2019-06"
"225","wahlbezirk 505 ergebnis","1","1","2019-06"
"226","taxi","1","1","2019-06"
"227","sport event tourismus","1","1","2019-06"
"228","index","1","1","2019-06"
"229","fraueninfrastruktur","1","1","2019-06"
"230","histor dat","1","1","2019-06"
"231","smart grid","1","1","2019-06"
"232","trees","1","1","2019-06"
"233","abbau fordermittel","1","1","2019-06"
"234","flexperto","1","1","2019-06"
"235","lor haushalt","2","2","2019-06"
"236","polizei","2","2","2019-06"
"237","medienbild","1","1","2019-06"
"238","co2","1","1","2019-06"
"239","bodenbeschaff","1","1","2019-06"
"240","haushalt 2020","1","1","2019-06"
"241","bik","1","1","2019-06"
"242","stiftung deutsch technikmuseum","1","1","2019-06"
"243","building","1","1","2019-06"
"244","gebaudehoh","1","1","2019-06"
"245","mittagess","1","1","2019-06"
"246","senstadt","1","1","2019-06"
"247","pank","1","1","2019-06"
"248","stadtinformationssystem","1","1","2019-06"
"249","tourismus","2","2","2019-06"
"250","biotop","1","1","2019-06"
"251","86","1","1","2019-06"
"252","einwohnerinn und einwohn","1","1","2019-06"
"253","kreislaufverwert bio","1","1","2019-06"
"254","einwohn bezirk","2","2","2019-06"
"255","senatsvorlag","2","2","2019-06"
"256","krampnitz weg","1","1","2019-06"
"257","palais am festungsgrab","1","1","2019-06"
"258","hamburg","1","1","2019-06"
"259","ozon 3","1","1","2019-06"
"260","lottoannahmestell","1","1","2019-06"
"261","13627","1","1","2019-06"
"262","verkehrsberuhigt bereich","1","1","2019-06"
"263","fis brows","1","1","2019-06"
"264","modulbau","1","1","2019-06"
"265","digital farbig orthophotos","1","1","2019-06"
"266","wahl in berlin 2019","1","1","2019-06"
"267","s 982","1","1","2019-06"
"268","einwohn teilverkehrszell","1","1","2019-06"
"269","tempelhof feld","1","1","2019-06"
"270","arbeitslos bezirk","1","1","2019-06"
"271","fennpfuhl","1","1","2019-06"
"272","erhaltungssatzungsgebiet kreuzberg","1","1","2019-06"
"273","zoo","1","1","2019-06"
"274","kernindikator","1","1","2019-06"
"275","bomb","1","1","2019-06"
"276","geodat","1","1","2019-06"
"277","westphal","1","1","2019-06"
"278","sharing","1","1","2019-06"
"279","alkis denkmal","1","1","2019-06"
"280","standesamt","1","1","2019-06"
"281","startup","1","1","2019-06"
"282","entwickl und potential","1","1","2019-06"
"283","die anzahl der sozialhilfeempfang","1","1","2019-06"
"284","hundesteu","1","1","2019-06"
"285","pauschalreis","1","1","2019-06"
"286","strassennam","1","1","2019-06"
"287","schild","1","1","2019-06"
"288","schwengelpump","1","1","2019-06"
"289","elektroschrott","1","1","2019-06"
"290","arbeitslosenanteil","1","1","2019-06"
"291","baumkatast","1","1","2019-06"
"292","munch","1","1","2019-06"
"293","tier","1","1","2019-06"
"294","sgb ii 2017","1","1","2019-06"
"295","8 4v","1","1","2019-06"
"296","bergbauschad","1","1","2019-06"
"297","amt fur statist berlin brandenburg","1","1","2019-06"
"298","open data","1","1","2019-06"
"299","bruttonationaleinkomm","1","1","2019-06"
"300","block and bevolker","1","1","2019-06"
"301","schul","2","2","2019-06"
"302","detailnetz berlin","1","1","2019-06"
"303","grosstafelsiedl","1","1","2019-06"
"304","immobili","1","1","2019-06"
"305","justiz","2","2","2019-06"
"306","technisch datenblatt","1","1","2019-06"
"307","bio abfallverwert","1","1","2019-06"
"308","warmebelast anstieg","1","1","2019-06"
"309","planungsraum","1","1","2019-06"
"310","hilucs","1","1","2019-06"
"311","digital orthophoto 2018","2","2","2019-06"
"312","erwerbslos","2","2","2019-06"
"313","grosswohnsiedl","1","1","2019-06"
"314","verkehrsw","1","1","2019-06"
"315","rbs adress 2018","1","1","2019-06"
"316","kart 50000","1","1","2019-06"
"317","teilverkehrszell","1","1","2019-06"
"318","strassenbahn","1","1","2019-06"
"319","flurkart fur ein berlin grundstuck","1","1","2019-06"
"320","sozialmietwohn","1","1","2019-06"
"321","bergbau","1","1","2019-06"
"322","berlin statttaub schutz","1","1","2019-06"
"323","zuzug","1","1","2019-06"
"324","bodenrichtwert berlin 2018","1","1","2019-06"
"325","lageplan","1","1","2019-06"
"326","stattaub schutz berlin","1","1","2019-06"
"327","stadtteilmutt","1","1","2019-06"
"328","mullverwert trennung","1","1","2019-06"
"329","kleingart","1","1","2019-06"
"330","minna todenhag","1","1","2019-06"
"331","alkis grundstuck berlin","1","1","2019-06"
"332","sustainabl development goal 2030","1","1","2019-06"
"333","mecklemburg seenplatt","1","1","2019-06"
"334","tierschutz","1","1","2019-06"
"335","1467","1","1","2019-06"
"336","spielstrass","2","2","2019-06"
"337","bier","2","2","2019-06"
"338","kulturell angeleg","1","1","2019-06"
"339","baumanagement","1","1","2019-06"
"340","alexa kruppka","1","1","2019-06"
"341","bevolkerungsprognos","1","1","2019-06"
"342","senat","1","1","2019-06"
"343","statttaub nicht schadling","1","1","2019-06"
"344","bruttoinlandsprodukt pharmazeutischenindustri","1","1","2019-06"
"345","umweltzon","1","1","2019-06"
"346","2017","1","1","2019-06"
"347","stattaub","1","1","2019-06"
"348","hochschulabschluss","1","1","2019-06"
"349","stattaub","1","1","2019-06"
"350","grunanlagenbestand","1","1","2019-06"
"351","bauamt berlin tempelhof bauamt bauantrag","1","1","2019-06"
"352","vogelherd eichkamp","1","1","2019-06"
"353","einwohn lor planungsraum","1","1","2019-06"
"354","einwohn prognos","1","1","2019-06"
"355","senatsvorlag der senatsverwalt fur stadtentwickl und wohn","1","1","2019-06"
"356","wilmersdorf","1","1","2019-06"
"357","marzahn","1","1","2019-06"
"358","senatsverwalt fur wirtschaft","1","1","2019-06"
"359","fortzug","1","1","2019-06"
"360","blockstruktur","1","1","2019-06"
"361","tourismus marketing","1","1","2019-06"
"362","verkehrszeich","2","2","2019-06"
"363","s bahn berlin anzeigetafel","1","1","2019-06"
"364","kanalnetz","1","1","2019-06"
"365","spielplatzbestand","1","1","2019-06"
"366","wfs 2017","1","1","2019-06"
"367","luft","1","1","2019-06"
"368","kanalisation","1","1","2019-06"
"369","bauamt berlin tempelhof","1","1","2019-06"
"370","mullverwert","1","1","2019-06"
"371","obdachlos","2","2","2019-06"
"372","sdg 2030","1","1","2019-06"
"373","stadtstruktur","1","1","2019-06"
"374","spandau","2","2","2019-06"
"375","ostberlin","1","1","2019-06"
"376","honow wiesenweg bezirk","1","1","2019-06"
"377","orthophoto 2018 dop20rgb","1","1","2019-06"
"378","einpersonenhaushalt","1","1","2019-06"
"379","grunanlag","1","1","2019-06"
"380","schulamt kreuzberg","1","1","2019-06"
"381","wohnlagenkart","1","1","2019-06"
"382","10963 mockerstr","1","1","2019-06"
"383","investition","2","2","2019-06"
"384","wohnungsmiet","1","1","2019-06"
"385","kreislaufverwert","1","1","2019-06"
"386","flachenvorhalt","1","1","2019-06"
"387","restaurant","1","1","2019-06"
"388","therapi","1","1","2019-06"
"389","luftguet","1","1","2019-06"
"390","sozialhilf lor","1","1","2019-06"
"391","strass wfs","1","1","2019-06"
"392","gewerbedicht","1","1","2019-06"
"393","bem","1","1","2019-06"
"394","fahrrad","1","1","2019-06"
"395","afrika medi zentrum","1","1","2019-06"
"396","json","1","1","2019-06"
"397","verkehrsunfall","1","1","2019-06"
"398","stadtviertel","1","1","2019-06"
"399","bau","1","1","2019-06"
"400","lor geometri","1","1","2019-06"
"401","katasterplan","1","1","2019-06"
"402","fertigstellungsanzeig","1","1","2019-06"
"403","kultur","2","2","2019-06"
"404","durchschnittsalt","1","1","2019-06"
"405","poi","1","1","2019-06"
"406","kmz","1","1","2019-06"
"407","wohnlag in 10963","1","1","2019-06"
"408","stadtentwickl","1","1","2019-06"
"409","atkis denkmalschutzrecht","1","1","2019-06"
"410","wasserflach","1","1","2019-06"
"411","verkehrsdat","1","1","2019-06"
"412","senatsverwalt fur finanz","1","1","2019-06"
"413","bodenrichtwert","1","1","2019-06"
"414","top kart","1","1","2019-06"
"415","beihilf","2","2","2019-06"
"416","shap","1","1","2019-06"
"417","naturdenkmal","2","2","2019-06"
"418","schadling ja oder nein taub","1","1","2019-06"
"419","mullentsorg","1","1","2019-06"
"420","luftbild 1989","1","1","2019-06"
"421","rent","1","1","2019-06"
"422","wohnungsbestand","1","1","2019-06"
"423","oper","1","1","2019-06"
"424","profiskal","1","1","2019-06"
"425","sozialstrukturatlas","1","1","2019-06"
"426","lor arbeitslosenanteil","1","1","2019-06"
"427","orthofotos","1","1","2019-06"
"428","einzugsbereich","1","1","2019-06"
"429","grundwass","1","1","2019-06"
"430","gewerb","1","1","2019-06"
"431","lor arbeitslos","1","1","2019-06"
"432","grunlagebestand","1","1","2019-06"
"433","sitz","1","1","2019-06"
"434","strat larmkart gesamtlarmindex l den","1","1","2019-06"
"435","hundeanteil","1","1","2019-06"
"436","lor altersarmut","1","1","2019-06"
"437","leitung","2","2","2019-06"
"438","rbs strass","1","1","2019-06"
"439","grundsicher neukolln","1","1","2019-06"
"440","grundstuck","1","1","2019-06"
"441","commut","1","1","2019-06"
"442","berlinonlin","2","2","2019-06"
"443","bodentyp","1","1","2019-06"
"444","verkehrsunfall berlin buch","1","1","2019-06"
"445","1791","1","1","2019-06"
"446","alkis grundstuck berlin","1","1","2019-06"
"447","dach","1","1","2019-06"
"448","kart stadtstruktur","1","1","2019-06"
"449","offent schul","1","1","2019-06"
"450","digital farbig orthophotos","1","1","2019-06"
"451","luftschadstoff","1","1","2019-06"
"452","wertstoffhof","1","1","2019-06"
"453","schulplanungsregion","1","1","2019-06"
"454","strategi","1","1","2019-06"
"455","hartz iv","1","1","2019-06"
"456","aufgrabeverbot","1","1","2019-06"
"457","vbb fahrplandat","1","1","2019-06"
"458","langzeitarbeitslos","1","1","2019-06"
"459","stattaub schutz gesetz","1","1","2019-06"
"460","beschluss","1","1","2019-06"
"461","hund","1","1","2019-06"
"462","dat grunlagebestand","1","1","2019-06"
"463","geometri der wahlbezirk","1","1","2019-06"
"464","angebotsmiet","1","1","2019-06"
"465","senatsvorlag der senatsverwalt fur stadtentwickl und wohn","1","1","2019-06"
"466","5000 wms","1","1","2019-06"
"467","freizeit","1","1","2019-06"
"468","stromverbrauch berlin","1","1","2019-06"
"469","strass oberflach","1","1","2019-06"
"470","flohmarkt","1","1","2019-06"
"471","orthofotos","1","1","2019-06"
"472","kessel","1","1","2019-06"
"473","energieatlas","1","1","2019-06"
"474","katasteramt berlin tempelhof","1","1","2019-06"
"475","hohenschonhaus nord","2","2","2019-06"
"476","freie trag","1","1","2019-06"
"477","spielhall","1","1","2019-06"
"478","wfs utm","1","1","2019-06"
"479","fahraderzahl","1","1","2019-06"
"480","beschaftigt","1","1","2019-06"
"481","gtfs vbb","1","1","2019-06"
"482","ost west berlin","1","1","2019-06"
"483","unfall","1","1","2019-06"
"484","lod","1","1","2019-06"
"485","fahrplandat","1","1","2019-06"
"486","biomull mulltrenn","1","1","2019-06"
"487","kulturdenkmal","1","1","2019-06"
"488","bildung berlin","1","1","2019-06"
"489","bushaltestell","2","2","2019-06"
"490","senatsvorlag der senatsverwalt fur stadtentwickl und wohn","1","1","2019-06"
"491","schoneberg","1","1","2019-06"
"492","prosum","1","1","2019-06"
"493","senatssitz","1","1","2019-06"
"494","don","1","1","2019-06"
"495","lebenswelt orientiert raum lor in berlin","1","1","2019-06"
"496","justizdien","1","1","2019-06"
"497","2014 v 20 01 2015","1","1","2019-06"
"498","fahrplan","1","1","2019-06"
"499","luftschadstoff","1","1","2019-06"
"500","abrufstatist","1","1","2019-06"
"501","orthophotos","1","1","2019-06"
"502","kijum","1","1","2019-06"
"503","wasserqualitat","1","1","2019-06"
"504","logist","1","1","2019-06"
"505","hamburg wahl","1","1","2019-06"
"506","kanal kanal","1","1","2019-06"
"507","topograph kart","2","2","2019-06"
"508","gfz","1","1","2019-06"
"509","linguist","1","1","2019-06"
"510","bezirksamt","1","1","2019-06"
"511","luftqualitat","1","1","2019-06"
"512","liegenschaft","1","1","2019-06"
"513","wassergebiet","1","1","2019-06"
"514","senatsverwalt fur wirtschaft ausgab","1","1","2019-06"
"515","tempolimit","1","1","2019-06"
"516","senatsverwalt ausgab","1","1","2019-06"
"517","strom alg 2","1","1","2019-06"
"518","sektor","1","1","2019-06"
"519","lor sozial","1","1","2019-06"
"520","ozonwert","1","1","2019-06"
"521","wohn","1","1","2019-06"
"522","gelandemodell","1","1","2019-06"
"523","kenako","1","1","2019-06"
"524","sportwettburos","1","1","2019-06"
"525","landnutz","1","1","2019-06"
"526","einspeis","1","1","2019-06"
"527","e mobillity","1","1","2019-06"
"528","verkehrszeich parkbucht","1","1","2019-06"
"529","tram","1","1","2019-06"
"530","lkw","1","1","2019-06"
"531","baudenk","1","1","2019-06"
"532","stadtmodell","1","1","2019-06"
"533","bezrik","1","1","2019-06"
"534","alkis berlin","1","1","2019-06"
"535","dtk","1","1","2019-06"
"536","wfs 2018","1","1","2019-06"
"537","stadtteil","3","3","2019-06"
"538","unfallsteckkart","1","1","2019-06"
"539","bauflach","1","1","2019-06"
"540","psychotherapi","1","1","2019-06"
"541","bevolker statist or block","1","1","2019-06"
"542","citygml","1","1","2019-06"
"543","ella kay str","1","1","2019-06"
"544","kameral monatsdat","1","1","2019-06"
"545","dat","1","1","2019-06"
"546","ortsteilgrenz","1","1","2019-06"
"547","migrationshintergrund ortsteil","1","1","2019-06"
"548","einwohn religion","1","1","2019-06"
"549","temperatur","1","1","2019-06"
"550","vornam","1","1","2019-06"
"551","top kart 50000","1","1","2019-06"
"552","prufergebnis","1","1","2019-06"
"553","gewalttat","1","1","2019-06"
"554","deutsch migrationshintergrund","1","1","2019-06"
"555","herstell von trag und angebotsvielfalt","1","1","2019-06"
"556","alk","1","1","2019-06"
"557","nutzungsplan","1","1","2019-06"
"558","wohnlag berlin mietspiegel 2019","1","1","2019-06"
"559","geschutzt biotop","1","1","2019-06"
"560","kreativ","1","1","2019-06"
"561","10707","1","1","2019-06"
"562","stockwerk","1","1","2019-06"
"563","luftguet messnetz","1","1","2019-06"
"564","vornam","1","1","2019-06"
"565","bvg fahrplandat","1","1","2019-06"
"566","brunn","1","1","2019-06"
"567","niederschlagsmeng","1","1","2019-06"
"568","markt","1","1","2019-06"
"569","3d","1","1","2019-06"
"570","ol","1","1","2019-06"
"571","bezirk umriss","1","1","2019-06"
"572","adress rbs","1","1","2019-06"
"573","rohr","1","1","2019-06"
"574","altersarmut","1","1","2019-06"
"575","bildung berlin","1","1","2019-06"
"576","geometri bw","1","1","2019-06"
"577","latern","1","1","2019-06"
"578","berlin galeri","1","1","2019-06"
"579","lkw zhal","1","1","2019-06"
"580","fahrradweg","1","1","2019-06"
"581","ortophotos 2019","1","1","2019-06"
"582","schivelbein strass","1","1","2019-06"
"583","rbs adress 2015","1","1","2019-06"
"584","lor arbeit","1","1","2019-06"
"585","bevolker block","1","1","2019-06"
"586","rbs adress 2019","1","1","2019-06"
"587","kurfurstendamm","1","1","2019-06"
"588","kart friedrichshain kreuzberg","1","1","2019-06"
"589","geschwind","1","1","2019-06"
"590","psychotherapi","1","1","2019-06"
"591","flasch full","1","1","2019-06"
"592","wms elektro","1","1","2019-06"
"593","bezirksamtbeschluss","2","2","2019-06"
"594","lichtenberg fennpfuhl","1","1","2019-06"
"595","legend","1","1","2019-06"
"596","download","1","1","2019-06"
"597","alkis berlin gebaud","1","1","2019-06"
"598","fort und zuzug","1","1","2019-06"
"599","hundeanzahl","1","1","2019-06"
"600","sen bau wohn","1","1","2019-06"
"601","badese","2","2","2019-06"
"602","senatsbeschluss vom 3 mai 2016","1","1","2019-06"
"603","buch","1","1","2019-06"
"604","autos","1","1","2019-06"
"605","zugriff","1","1","2019-06"
"606","doppelhaushalt","1","1","2019-06"
"607","glascontain","1","1","2019-06"
"608","abrufstati","1","1","2019-06"
"609","electric","1","1","2019-06"
"610","wirtschaftsplan","1","1","2019-06"
"611","e mobillity","1","1","2019-06"
"612","unterflur","1","1","2019-06"
"613","spatkauf","1","1","2019-06"
"614","gebaudehoh berlin","1","1","2019-06"
"615","rbs adress 2014","1","1","2019-06"
"616","1000 grun dach","1","1","2019-06"
"617","bildungsabschluss berlin","1","1","2019-06"
"618","mietengesetz","1","1","2019-06"
"619","grunanlagenbestand","1","1","2019-06"
"620","lehr","1","1","2019-06"
"621","schivelbein","1","1","2019-06"
"622","planungsreg","1","1","2019-06"
"623","kart 1 200000","1","1","2019-06"
"624","parkraumbewirtschaft","1","1","2019-06"
"625","bodenrichtwert berlin 2018","1","1","2019-06"
"626","grunanlagendigital farbig orthophoto 2018 dop20rgb","1","1","2019-06"
"627","erwerbstat","1","1","2019-06"
"628","car sharing","1","1","2019-06"
"629","fahrplan grundangebot","1","1","2019-06"
"630","haushaltsplan","1","1","2019-06"
"631","cc0","1","1","2019-06"
"632","dgm1","1","1","2019-06"
"633","grenz","1","1","2019-06"
"634","dtk25","1","1","2019-06"
"635","stadtentwickl prisma","1","1","2019-06"
"636","lor einwohn 2017","1","1","2019-06"
"637","5 punkt plan","1","1","2019-06"
"638","energieatlas","1","1","2019-06"
"639","open data strategi","1","1","2019-06"
"640","gera","1","1","2019-06"
"641","rbs adress 2016","1","1","2019-06"
"642","westkreuz","1","1","2019-06"
"643","hauskoordinat","1","1","2019-06"
"644","dat berlin de metadat","1","1","2019-06"
"645","berlin buch","1","1","2019-06"
"646","berlin zoo","1","1","2019-06"
"647","schulplan","1","1","2019-06"
"648","cc 0","1","1","2019-06"
"649","strass pflast","1","1","2019-06"
"650","stadtkart","1","1","2019-06"
"651","parkraum","1","1","2019-06"
"652","arbeitslosenquot","1","1","2019-06"
"653","gebaudehoh berlin","1","1","2019-06"
"654","baumkatastar","1","1","2019-06"
"655","histor shp","1","1","2019-06"
"656","asylblg lor","1","1","2019-06"
"657","kreuzberg stolperstein","1","1","2019-06"
"658","neu mehrow strass","1","1","2019-06"
"659","migrationshintergrund","1","1","2019-06"
"660","nation","1","1","2019-06"
"661","alkis denkmalschutz","1","1","2019-06"
"662","wfs sport","1","1","2019-06"
"663","toilett","1","1","2019-06"
"664","bezirksregion","1","1","2019-06"
"665","berlin verkehr","1","1","2019-06"
"666","nordhorn","1","1","2019-06"
"667","boris","1","1","2019-06"
"668","geschoss","1","1","2019-06"
"669","sport event tourismus","1","1","2019-06"
"670","grundsicher 2018","1","1","2019-06"
"671","flexperto","1","1","2019-06"
"672","schulstandort","1","1","2019-06"
"673","2018","1","1","2019-06"
"674","haushaltseinkomm 2017","1","1","2019-06"
"675","migrationshintergrund 2018","1","1","2019-06"
"676","tourismuszahl","1","1","2019-06"
"677","mietendeckel","1","1","2019-06"
"678","einschul","1","1","2019-06"
"679","unterflurhydrant","1","1","2019-06"
"680","rbs adress 2017","1","1","2019-06"
"681","dop20rgb 2018","1","1","2019-06"
"682","gemarkungsnumm lichtenrad","1","1","2019-06"
"683","wms tk","1","1","2019-06"
"684","adlergestell","1","1","2019-06"
"685","berlin txl","1","1","2019-06"
