"Unnamed: 0","term_stem","impressions","visits","month"
"133","verfahr zur ermittl des verkehrwert bei der verausser von erbbaubelastet grundstuck an den erbbauberechtigt","2","1","2019-02"
"134","opnv","2","1","2019-02"
"135","verkehrsbelast","2","1","2019-02"
"136","finanzlag","2","1","2019-02"
"137","sprach","2","1","2019-02"
"138","handbuch","2","1","2019-02"
"139","demografi","3","2","2019-02"
"140","beamt","2","1","2019-02"
"141","modulbau","3","2","2019-02"
"142","population grid","2","1","2019-02"
"143","unternehm","2","2","2019-02"
"144","shapefil","2","2","2019-02"
"145","rathaus kopenick","2","1","2019-02"
"146","verkehrsmeng","2","1","2019-02"
"147","energieverbrauch reinickendorf","2","1","2019-02"
"148","offent liegenschaft reinickendorf","2","1","2019-02"
"149","s bahn","2","1","2019-02"
"150","hauskoordinat","2","1","2019-02"
"151","district","2","1","2019-02"
"152","stellplatzbedarf","2","1","2019-02"
"153","stolperstein","2","1","2019-02"
"154","grundschul","2","2","2019-02"
"155","fahrplandat","2","1","2019-02"
"156","feiertag","3","2","2019-02"
"157","beschluss","4","2","2019-02"
"158","bad","2","1","2019-02"
"159","wahlkreis wahlergebnis","2","1","2019-02"
"160","toruismus","2","1","2019-02"
"161","kriminalitatsatlas","2","1","2019-02"
"162","lod2","2","2","2019-02"
"163","sozialstrkturatlas 2017","2","1","2019-02"
"164","kriminalitat","2","1","2019-02"
"165","rbs block 2017","2","1","2019-02"
"166","neubau adlershof","1","1","2019-02"
"167","gewerb","1","1","2019-02"
"168","8 marz","1","1","2019-02"
"169","alt berlin","1","1","2019-02"
"170","list der haufig vornam 2018","1","1","2019-02"
"171","besoldungsanpass 2019","1","1","2019-02"
"172","weihnachtsbaum","1","1","2019-02"
"173","kundenkart vbb","1","1","2019-02"
"174","dtrom","1","1","2019-02"
"175","altersverteil der bevolker in reinickendorf","1","1","2019-02"
"176","fussgang","1","1","2019-02"
"177","lift chair","1","1","2019-02"
"178","wiedereinfuhr","1","1","2019-02"
"179","graffiti","1","1","2019-02"
"180","pankow","1","1","2019-02"
"181","fontan","1","1","2019-02"
"182","kreis und kreisfrei stadt","1","1","2019-02"
"183","parkplatz","2","2","2019-02"
"184","gewass","1","1","2019-02"
"185","saub berlin","1","1","2019-02"
"186","open data veranstalt","1","1","2019-02"
"187","wohngebaud","1","1","2019-02"
"188","mord","1","1","2019-02"
"189","plan bahnhof friedrichstrass","1","1","2019-02"
"190","wahllokal neukolln","2","2","2019-02"
"191","ordnung","1","1","2019-02"
"192","co2","1","1","2019-02"
"193","tempolimit","1","1","2019-02"
"194","dgm","2","2","2019-02"
"195","regenbogenfabr","1","1","2019-02"
"196","angebotsmiet","2","2","2019-02"
"197","mau shp","1","1","2019-02"
"198","wahlergebnis bundestagswahl 2017","1","1","2019-02"
"199","brachflach","1","1","2019-02"
"200","modular","1","1","2019-02"
"201","postleitzahl","1","1","2019-02"
"202","stadt international","1","1","2019-02"
"203","friedhof","1","1","2019-02"
"204","nas","1","1","2019-02"
"205","freiwilligendien","1","1","2019-02"
"206","mull","1","1","2019-02"
"207","warm","2","2","2019-02"
"208","einwohnerinn und einwohn mit migrationshintergrund in berlin in lor planungsraum","1","1","2019-02"
"209","stadtbezirk","1","1","2019-02"
"210","tarif","1","1","2019-02"
"211","rad","1","1","2019-02"
"212","fotografi","1","1","2019-02"
"213","tiergart","1","1","2019-02"
"214","direktmandat abgeordnetenhaus","1","1","2019-02"
"215","freie universitat","1","1","2019-02"
"216","sozial wohnungsbau","1","1","2019-02"
"217","2017","1","1","2019-02"
"218","pfleg","1","1","2019-02"
"219","volksentscheid","1","1","2019-02"
"220","verk","1","1","2019-02"
"221","auswahlverfahr","1","1","2019-02"
"222","stadtumbau","1","1","2019-02"
"223","hydrant","1","1","2019-02"
"224","ausgab","1","1","2019-02"
"225","hkw","1","1","2019-02"
"226","unbewohnt","1","1","2019-02"
"227","buchhandl","1","1","2019-02"
"228","einschulbereich","2","2","2019-02"
"229","erhaltungsgebiet","1","1","2019-02"
"230","wedding","1","1","2019-02"
"231","beschaftigt lor","1","1","2019-02"
"232","umkreis","1","1","2019-02"
"233","eu beauftragt","1","1","2019-02"
"234","av wohn","1","1","2019-02"
"235","ausgab privat haushalt","1","1","2019-02"
"236","uni","1","1","2019-02"
"237","energieverbrauchsubersicht bezirk gebaud","2","2","2019-02"
"238","bevolkerungsentwickl","1","1","2019-02"
"239","2019","1","1","2019-02"
"240","rhenaniastrass","1","1","2019-02"
"241","lernsoftwar","1","1","2019-02"
"242","park rid","1","1","2019-02"
"243","bevolker demografi","1","1","2019-02"
"244","europabeauftragt","2","2","2019-02"
"245","webservic","1","1","2019-02"
"246","einwohn lor","1","1","2019-02"
"247","geometri bezirk","1","1","2019-02"
"248","blockgeometri","1","1","2019-02"
"249","alt der bewohn","1","1","2019-02"
"250","einwohnerzahl","2","2","2019-02"
"251","stadtklima","1","1","2019-02"
"252","versorg","1","1","2019-02"
"253","konsum","1","1","2019-02"
"254","einschul einschul","1","1","2019-02"
"255","wochenmarkt berlin steglitz rathaus steglitz","1","1","2019-02"
"256","freiwill","1","1","2019-02"
"257","einwohnerinn und einwohn","1","1","2019-02"
"258","bau","1","1","2019-02"
"259","jugendamt","1","1","2019-02"
"260","ortho","1","1","2019-02"
"261","einschul","1","1","2019-02"
"262","grundschulregion","2","2","2019-02"
"263","bezirksregion dammvorstadt","1","1","2019-02"
"264","wohnraum","1","1","2019-02"
"265","breitband","1","1","2019-02"
"266","wasserqualitat","1","1","2019-02"
"267","unbebaut","1","1","2019-02"
"268","list vornam 2010","1","1","2019-02"
"269","wahlergebnis bundestagswahl 2017 berlin reinickendorf","1","1","2019-02"
"270","luftgut","1","1","2019-02"
"271","alkis such","1","1","2019-02"
"272","baugenehm","1","1","2019-02"
"273","zionskirchstrass","1","1","2019-02"
"274","jugendhilf","1","1","2019-02"
"275","zehlendorf grundschuleinzugsbereich","1","1","2019-02"
"276","ntv2","1","1","2019-02"
"277","wasseranalys","1","1","2019-02"
"278","alt glienick grund wann wird gereinigt","1","1","2019-02"
"279","berlin","1","1","2019-02"
"280","wfs","1","1","2019-02"
"281","consumption","1","1","2019-02"
"282","grundstucksverkauf","1","1","2019-02"
"283","grundstucksverkauf erbbaubelastet grundstuck an den erbbauberechtigt","1","1","2019-02"
"284","einwohnerinn und einwohn mit migrationshintergrund","1","1","2019-02"
"285","list der haufig vornam 2018","1","1","2019-02"
"286","kreuzberg","1","1","2019-02"
"287","simplesearch","1","1","2019-02"
"288","gentrifizier","1","1","2019-02"
"289","bezirk berlin","1","1","2019-02"
"290","lernprogramm","1","1","2019-02"
"291","gfz pankow","1","1","2019-02"
"292","tegel","1","1","2019-02"
"293","buchhandl","1","1","2019-02"
"294","opernstift","1","1","2019-02"
"295","pressemitteil","1","1","2019-02"
"296","philharmon","1","1","2019-02"
"297","rauch","1","1","2019-02"
"298","3d model","1","1","2019-02"
"299","list der","1","1","2019-02"
"300","wms","1","1","2019-02"
"301","licht","1","1","2019-02"
"302","einwohnerinn und einwohn in den ortsteil berlin","1","1","2019-02"
"303","carsharing","1","1","2019-02"
"304","unbebaut","1","1","2019-02"
"305","alt der bevolker in reinickendorf","1","1","2019-02"
"306","hirschhof","1","1","2019-02"
"307","korperkoordination","1","1","2019-02"
"308","bezirk mitt","1","1","2019-02"
"309","bevolker 2018","1","1","2019-02"
"310","kost","1","1","2019-02"
"311","bezirksregion dammvorstadt kopenick","1","1","2019-02"
"312","bebauungsplan","1","1","2019-02"
"313","bezirksregion kopenick","1","1","2019-02"
"314","landesentwicklungsplan","1","1","2019-02"
"315","bildung und teilhab","1","1","2019-02"
"316","gesetz feiertag","1","1","2019-02"
"317","ubahn","1","1","2019-02"
"318","schadstoff","1","1","2019-02"
"319","europawahl","1","1","2019-02"
"320","spree","1","1","2019-02"
"321","standard profil","2","2","2019-02"
"322","bevolkerungsdicht mitt","1","1","2019-02"
"323","ber","1","1","2019-02"
"324","asyl","1","1","2019-02"
"325","p r","1","1","2019-02"
"326","altenpfleg","1","1","2019-02"
"327","strassenzug","1","1","2019-02"
"328","bauantrag","2","2","2019-02"
"329","berlin bezirk","1","1","2019-02"
"330","internet","1","1","2019-02"
"331","amtlich hauskoordinat","1","1","2019-02"
"332","verkehrsstark","2","2","2019-02"
"333","zebrastreif","1","1","2019-02"
"334","bahnhof friedrichstrass","1","1","2019-02"
"335","traffic","1","1","2019-02"
"336","fischfauna","1","1","2019-02"
"337","wohngeld","1","1","2019-02"
"338","modular baut","1","1","2019-02"
"339","qpi","1","1","2019-02"
"340","blockseit","1","1","2019-02"
"341","grundschul adress","1","1","2019-02"
"342","immobili","1","1","2019-02"
"343","jugend lichtenberg","1","1","2019-02"
"344","bezirksregion shapefil","1","1","2019-02"
"345","wbl","1","1","2019-02"
"346","wahlergebnis bundestagswahl 2017 berlin reinickendorf","1","1","2019-02"
"347","alt der bevolker in reinickendorf","1","1","2019-02"
"348","unsich","1","1","2019-02"
"349","lichtenberg","1","1","2019-02"
"350","alkgis","1","1","2019-02"
"351","wie viel einwohn","1","1","2019-02"
"352","selbstmord","1","1","2019-02"
"353","entwasser","1","1","2019-02"
"354","geometir","1","1","2019-02"
"355","volksentscheid flughaf berlin tegel","1","1","2019-02"
"356","profiskal handbuch","1","1","2019-02"
"357","arbeitslosengeld ii","1","1","2019-02"
"358","such","1","1","2019-02"
"359","2018","1","1","2019-02"
"360","vegetation","1","1","2019-02"
"361","freibad","1","1","2019-02"
"362","pollution","1","1","2019-02"
"363","offent gebaud reinickendorf","1","1","2019-02"
"364","orthofotografi","1","1","2019-02"
"365","statist","1","1","2019-02"
"366","unbenutzt","1","1","2019-02"
"367","kitas","1","1","2019-02"
"368","flurstuck information","1","1","2019-02"
"369","bildung und teilhab antrag","1","1","2019-02"
"370","fep","1","1","2019-02"
"371","hohenschonhaus","1","1","2019-02"
"372","kultureinricht","1","1","2019-02"
"373","hangar tempelhof feld","1","1","2019-02"
"374","einwohnerinn und einwohnerin berlin in lor planungsraum am 31 12 2016","1","1","2019-02"
"375","wett","1","1","2019-02"
"376","korperkoordination korperkoordination","1","1","2019-02"
"377","humboldt universitat","1","1","2019-02"
"378","fisch","2","2","2019-02"
"379","kanal","1","1","2019-02"
"380","lor bezirk","1","1","2019-02"
"381","papi sammelstell","1","1","2019-02"
"382","verein","1","1","2019-02"
"383","mietpreisspiegel","1","1","2019-02"
"384","acusitc","1","1","2019-02"
"385","kulturhaushalt","1","1","2019-02"
"386","auslanderanteil","1","1","2019-02"
"387","solar","1","1","2019-02"
"388","lastprofil","2","2","2019-02"
"389","fitness","1","1","2019-02"
"390","spanisch","1","1","2019-02"
"391","fluchtling","2","2","2019-02"
"392","2016","1","1","2019-02"
"393","koordinat","1","1","2019-02"
"394","grundschuleinzugsgebiet","1","1","2019-02"
"395","11 april 2017","1","1","2019-02"
"396","kart wasserstadt","1","1","2019-02"
"397","tempelhof feld","1","1","2019-02"
"398","kaufkraft","1","1","2019-02"
"399","wbk","1","1","2019-02"
"400","last","1","1","2019-02"
"401","babynam","1","1","2019-02"
"402","volksentscheid berlin tegel","1","1","2019-02"
"403","hauskoordinat csv","1","1","2019-02"
"404","gtsf","1","1","2019-02"
"405","luftgutemessnetz","1","1","2019-02"
"406","strass berlin","1","1","2019-02"
"407","dom","1","1","2019-02"
"408","senior","1","1","2019-02"
"409","bevolker","1","1","2019-02"
"410","wohnblock","1","1","2019-02"
"411","verbeamt","1","1","2019-02"
"412","alkis berlin","1","1","2019-02"
"413","sozialstatist","2","2","2019-02"
"414","berlin 1920","1","1","2019-02"
"415","3d","1","1","2019-02"
"416","berlin til","1","1","2019-02"
"417","lidar","1","1","2019-02"
"418","muggelheim damm","1","1","2019-02"
"419","sbahn","1","1","2019-02"
"420","sozialwohn","1","1","2019-02"
"421","zufried","1","1","2019-02"
"422","digitalisier","1","1","2019-02"
"423","geotechn","1","1","2019-02"
"424","einwohnerinn und einwohnerin berlin lor am 31 12 2016","1","1","2019-02"
"425","migrationshintergrund","1","1","2019-02"
"426","standard","1","1","2019-02"
"427","schulbezirk","1","1","2019-02"
"428","universitat","1","1","2019-02"
"429","modul","1","1","2019-02"
"430","wasserpegel","1","1","2019-02"
"431","baublock","1","1","2019-02"
"432","bewegungsforder","1","1","2019-02"
"433","datensatz veranstalt","1","1","2019-02"
"434","berlin 1930","1","1","2019-02"
"435","landesentwicklungsplan","1","1","2019-02"
"436","strassenverzeichnis mit postleitzahl","1","1","2019-02"
"437","gorki","1","1","2019-02"
"438","sozial","1","1","2019-02"
"439","list der haufig vornam 2018","2","2","2019-02"
"440","tempelhof statist","1","1","2019-02"
"441","bevolker 2018","1","1","2019-02"
"442","luftbild 1953","1","1","2019-02"
"443","wander","1","1","2019-02"
"444","bewegungsforder and kita","1","1","2019-02"
"445","ziel","1","1","2019-02"
"446","schulregion","1","1","2019-02"
"447","liegenschaftsplan adickesstrass","1","1","2019-02"
"448","lep hr","1","1","2019-02"
"449","bewert der wohn und lebensqualitat","1","1","2019-02"
"450","vornam 2018","1","1","2019-02"
"451","grundschul","1","1","2019-02"
"452","haus der kultur der welt","1","1","2019-02"
"453","kindergart","1","1","2019-02"
"454","papi sammelstell","1","1","2019-02"
"455","12559 berlin","1","1","2019-02"
"456","list der haufig vornam","1","1","2019-02"
"457","preis","1","1","2019-02"
"458","unbewohnt","1","1","2019-02"
"459","migration berlin","1","1","2019-02"
"460","berlin lichterfel","1","1","2019-02"
"461","verkehrsstarkenkart","1","1","2019-02"
"462","einkommensteu","1","1","2019-02"
"463","digital farbig orthophotos 2014 dop20rgb","1","1","2019-02"
"464","dreharbeit","1","1","2019-02"
"465","kreideweg buckow","1","1","2019-02"
"466","character 0","1","1","2019-02"
"467","stellenausschreib","1","1","2019-02"
"468","unterkunft","1","1","2019-02"
"469","profiskal","1","1","2019-02"
"470","ordnungsamt","1","1","2019-02"
"471","einwohnerzahl 2018","1","1","2019-02"
"472","streetart","1","1","2019-02"
"473","gnadengesuch","1","1","2019-02"
"474","unbegleitet fluchtling","1","1","2019-02"
"475","grid","1","1","2019-02"
"476","list der haufig vornam 2018","1","1","2019-02"
"477","possendorf","1","1","2019-02"
"478","wms infotag","1","1","2019-02"
"479","ewr ortsteil","1","1","2019-02"
"480","beschluss 2018 finanz","1","1","2019-02"
"481","projektdatenbank","1","1","2019-02"
"482","jugendgericht","1","1","2019-02"
"483","b plan","1","1","2019-02"
"484","aus und einfuhr aussenhandel","1","1","2019-02"
"485","verkehr kopenick","1","1","2019-02"
"486","berlin zoom","1","1","2019-02"
"487","wahl 2016","1","1","2019-02"
"488","weltfrauentag","1","1","2019-02"
"489","altglascontain","1","1","2019-02"
"490","abwarm","1","1","2019-02"
"491","berlin 1940","1","1","2019-02"
"492","ausland einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2017","1","1","2019-02"
"493","mauerweg","1","1","2019-02"
"494","1956","1","1","2019-02"
"495","block 2017","1","1","2019-02"
"496","haushaltseinkomm","1","1","2019-02"
"497","bahn","1","1","2019-02"
"498","untergrundnetz","1","1","2019-02"
"499","einwohnerzahl 2018","1","1","2019-02"
"500","berlin zoom farbausgab","1","1","2019-02"
"501","wohn und lebensqualitat","1","1","2019-02"
"502","einwohn berlin lor am 31 12 2016","1","1","2019-02"
"503","luftgutemessnetz","1","1","2019-02"
"504","lastspitz","1","1","2019-02"
"505","liniennetz","1","1","2019-02"
"506","milieuschutzgebiet","1","1","2019-02"
"507","telegram","1","1","2019-02"
"508","geometri der wahlbezirk","1","1","2019-02"
"509","mark","1","1","2019-02"
"510","bnvo","1","1","2019-02"
"511","verkehrsdat","1","1","2019-02"
"512","grossiedl","1","1","2019-02"
"1","lor","36","9","2019-03"
"2","rbs","37","17","2019-03"
"3","einwohn","22","11","2019-03"
"4","bevolker","19","4","2019-03"
"5","bezirk","26","18","2019-03"
"6","vornam","22","15","2019-03"
"7","geometri","12","5","2019-03"
"8","einkomm","13","9","2019-03"
"9","energi","21","7","2019-03"
"10","wohndau","10","3","2019-03"
"11","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2011","9","1","2019-03"
"12","vbb","11","8","2019-03"
"13","strass","13","6","2019-03"
"14","flurkart","16","8","2019-03"
"15","wahl","9","4","2019-03"
"16","bvg","10","9","2019-03"
"17","energieverbrauch","14","9","2019-03"
"18","2017","8","2","2019-03"
"19","flachennutzungsplan","8","3","2019-03"
"20","einwohnerinn und einwohn in den ortsteil berlin","8","1","2019-03"
"21","lor planungsraum","8","2","2019-03"
"22","wasserbetrieb","7","1","2019-03"
"23","block","11","4","2019-03"
"24","wfs","7","2","2019-03"
"25","adress","9","3","2019-03"
"26","shp","6","2","2019-03"
"27","schul","14","11","2019-03"
"28","zaa","6","1","2019-03"
"29","ortsteil","6","3","2019-03"
"30","gemeinschaft mit korperschaftsstatus","6","1","2019-03"
"31","fahrrad","6","4","2019-03"
"32","rbs block","11","7","2019-03"
"33","luftbild","9","5","2019-03"
"34","lor ausland","5","1","2019-03"
"35","webatlas","6","4","2019-03"
"36","wms","6","5","2019-03"
"37","haushalt","7","3","2019-03"
"38","2018","1","1","2019-03"
"39","alkis","8","5","2019-03"
"40","kindertag","4","4","2019-03"
"41","pfleg","4","2","2019-03"
"42","stadtteil","5","5","2019-03"
"43","spandau","4","2","2019-03"
"44","u bahn","7","5","2019-03"
"45","gebaud","5","2","2019-03"
"46","migrationshintergrund","7","6","2019-03"
"47","bodenrichtwert","9","6","2019-03"
"48","muse","4","2","2019-03"
"49","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2013","4","1","2019-03"
"50","berlin bezirksgrenz","4","1","2019-03"
"51","s bahn","4","3","2019-03"
"52","einwohn ortsteil","4","1","2019-03"
"53","berlinpass","5","3","2019-03"
"54","denkmal","5","3","2019-03"
"55","lageplan","4","1","2019-03"
"56","kita","5","4","2019-03"
"57","abgeordnetenhaus","3","1","2019-03"
"58","park","5","4","2019-03"
"59","shapefil","4","4","2019-03"
"60","baum","5","5","2019-03"
"61","bevolker berlin","3","1","2019-03"
"62","einwohn berlin","3","1","2019-03"
"63","verwaltungsreform","3","1","2019-03"
"64","feuerwach","3","1","2019-03"
"65","offent","3","1","2019-03"
"66","gewass","3","2","2019-03"
"67","wfs ortsteil","3","1","2019-03"
"68","transport","4","3","2019-03"
"69","verkehr","4","4","2019-03"
"70","berlin mau","3","1","2019-03"
"71","geodat ortsteil","3","1","2019-03"
"72","stadtviertel","4","2","2019-03"
"73","tempelhof schoneberg","3","1","2019-03"
"74","geschlecht alt","3","1","2019-03"
"75","suizid","3","2","2019-03"
"76","finanz","4","2","2019-03"
"77","fnp","3","3","2019-03"
"78","pflegeheim","3","2","2019-03"
"79","kmu","3","1","2019-03"
"80","topographi","3","1","2019-03"
"81","lor einwohn","3","2","2019-03"
"82","am bauerse strreinigungsklass","3","1","2019-03"
"83","abfall","3","1","2019-03"
"84","haushaltswirtschaft","3","1","2019-03"
"85","immobili","4","2","2019-03"
"86","einwohnerzahl","3","2","2019-03"
"87","feuerwehr","4","3","2019-03"
"88","religion","3","2","2019-03"
"89","fisbrok","5","4","2019-03"
"90","bebauungsplan","5","3","2019-03"
"91","plz","5","2","2019-03"
"92","sepa lastschriftverfahr","3","2","2019-03"
"93","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2017","3","1","2019-03"
"94","gtfs","4","4","2019-03"
"95","koordinat","3","2","2019-03"
"96","bevolkerungsprognos","3","2","2019-03"
"97","dgm","3","3","2019-03"
"98","stadtplan","4","2","2019-03"
"99","wett","4","3","2019-03"
"100","berg","4","2","2019-03"
"101","gebaud effizienz","3","1","2019-03"
"102","gart","3","2","2019-03"
"103","fnp 2019","2","2","2019-03"
"104","schillerkiez","2","2","2019-03"
"105","geologi","2","2","2019-03"
"106","grundschul","2","2","2019-03"
"107","psych","2","2","2019-03"
"108","mindestlohn","2","1","2019-03"
"109","volksbegehr videouberwach","2","2","2019-03"
"110","bleibtreu","2","2","2019-03"
"111","lichtenberg","2","2","2019-03"
"112","wms ortho","2","2","2019-03"
"113","atkis","2","1","2019-03"
"114","kreuzberg","2","2","2019-03"
"115","betreibervertrag","2","2","2019-03"
"116","inspir","2","1","2019-03"
"117","vhs","2","2","2019-03"
"118","jahr","2","1","2019-03"
"119","einkommensstruktur","2","2","2019-03"
"120","wasserstand","2","1","2019-03"
"121","gis","2","2","2019-03"
"122","xenia espresso gmbh","2","1","2019-03"
"123","kindertagesstatt","3","2","2019-03"
"124","neukolln","3","2","2019-03"
"125","baum wfs","3","2","2019-03"
"126","kml","2","1","2019-03"
"127","opnv","2","2","2019-03"
"128","mitt","4","2","2019-03"
"129","wmf kleingart","2","1","2019-03"
"130","standort","2","1","2019-03"
"131","begegn or fussverkehr","2","1","2019-03"
"132","1989","2","1","2019-03"
"133","facharzt","3","2","2019-03"
"134","mokib","3","2","2019-03"
"135","bibliothek","2","2","2019-03"
"136","06","1","1","2019-03"
"137","kunst und kultur","2","1","2019-03"
"138","bezirksgrenz","3","2","2019-03"
"139","wohnlag","2","1","2019-03"
"140","reparatur","2","1","2019-03"
"141","subway","2","1","2019-03"
"142","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2010","2","1","2019-03"
"143","wahlergebnis","2","1","2019-03"
"144","positionspapi","2","1","2019-03"
"145","stadtteilgrenz open data","2","1","2019-03"
"146","positionspapi begegn or fussverkehr","2","1","2019-03"
"147","migrationshintergrund lor planungsraum","2","1","2019-03"
"148","miet","3","2","2019-03"
"149","einwohn 2017","2","2","2019-03"
"150","wasserkart","2","1","2019-03"
"151","steinstuck","2","1","2019-03"
"152","schonhorst strass","2","2","2019-03"
"153","population","2","2","2019-03"
"154","milieuschutzgebiet","3","2","2019-03"
"155","einwohn 31 12 2016","2","1","2019-03"
"156","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2017","2","1","2019-03"
"157","wahlerverzeichnis","2","1","2019-03"
"158","frau","2","2","2019-03"
"159","brunn","4","2","2019-03"
"160","histor kart","3","2","2019-03"
"161","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2017","2","1","2019-03"
"162","open data berlin","2","1","2019-03"
"163","2019","1","1","2019-03"
"164","verbeamt lehr","2","2","2019-03"
"165","statonar aufenthaltskost","2","1","2019-03"
"166","fisbrok","2","2","2019-03"
"167","geodat","4","3","2019-03"
"168","asylblg","2","1","2019-03"
"169","metadat","2","1","2019-03"
